county_fips,year,month,classified_dates
48061,2023,8,24
48061,2023,9,23
48061,2024,3,2
48061,2024,5,7
48061,2024,6,6
48061,2024,11,2
48061,2024,12,3
48061,2025,3,3
48061,2025,8,4
48061,2025,10,5
48061,2025,11,4
48063,2015,1,3
48063,2015,3,6
48063,2015,6,4
48063,2015,7,5
48063,2015,8,3
48063,2015,9,2
48063,2015,12,10
48063,2016,1,3
48063,2016,2,2
48063,2016,3,2
48063,2016,4,2
48063,2016,7,4
48063,2016,8,8
48063,2016,10,5
48063,2016,11,5
48063,2016,12,3
48063,2017,1,5
48063,2017,2,7
48063,2017,3,3
48063,2017,12,2
48063,2018,9,2
48063,2019,2,3
48063,2019,4,2
48063,2020,3,3
48063,2020,4,2
48063,2021,12,12
48063,2022,1,1
48063,2022,12,2
48063,2023,1,6
48063,2023,2,2
48063,2023,9,2
48063,2024,2,2
48063,2024,3,2
48063,2024,9,2
48063,2024,10,2
48063,2025,2,5
48063,2025,11,7
48063,2025,12,6
48065,2015,2,4
48065,2015,3,4
48065,2015,10,2
48065,2015,12,2
48065,2016,1,2
48065,2016,2,2
48065,2016,10,5
48065,2016,11,3
48065,2017,2,5
48065,2017,3,4
48065,2017,11,4
48065,2018,1,2
48065,2018,8,2
48065,2019,12,3
48065,2020,5,3
48065,2020,11,2
48065,2021,12,9
48065,2023,1,2
48065,2023,7,2
48065,2023,11,2
48065,2024,2,2
48065,2024,10,2
48065,2025,2,2
48065,2025,3,2
48065,2025,11,3
48065,2025,12,8
48067,2015,1,3
48067,2015,4,5
48067,2015,8,2
48067,2015,10,2
48067,2015,12,6
48067,2016,1,2
48067,2016,2,5
48067,2016,3,2
48067,2016,4,2
48067,2016,7,2
48067,2016,10,7
48067,2016,11,6
48067,2016,12,2
48067,2017,1,3
48067,2017,2,4
48067,2017,3,3
48067,2017,10,4
48067,2017,11,2
48067,2018,3,2
48067,2018,6,2
48067,2019,4,2
48067,2019,9,4
48067,2019,10,4
48067,2020,3,2
48067,2020,4,2
48067,2021,12,12
48067,2022,5,6
48067,2022,7,2
48067,2022,12,2
48067,2023,1,4
48067,2023,2,2
48067,2023,4,2
48067,2023,8,3
48067,2023,9,2
48067,2024,2,5
48067,2024,5,2
48067,2024,10,4
48067,2025,2,4
48067,2025,3,2
48067,2025,10,2
48067,2025,11,6
48067,2025,12,3
48069,2015,1,2
48069,2015,2,5
48069,2015,4,3
48069,2015,10,2
48069,2015,12,2
48069,2016,1,2
48069,2016,2,4
48069,2016,7,2
48069,2016,10,4
48069,2016,11,5
48069,2017,2,2
48069,2017,3,3
48069,2018,1,2
48069,2018,3,2
48069,2018,8,2
48069,2019,3,2
48069,2020,5,2
48069,2020,10,2
48069,2021,11,2
48069,2021,12,4
48069,2023,7,5
48069,2023,8,2
48069,2023,11,3
48069,2024,2,2
48069,2024,10,2
48069,2024,12,2
48069,2025,2,5
48069,2025,11,3
48069,2025,12,8
48071,2015,8,3
48071,2015,10,2
48071,2015,12,5
48071,2016,9,2
48071,2016,11,2
48071,2016,12,5
48071,2017,1,2
48071,2017,2,2
48071,2017,12,2
48071,2018,2,2
48071,2018,3,2
48071,2018,5,4
48071,2019,10,2
48071,2021,12,10
48071,2022,1,1
48071,2022,12,4
48071,2023,1,2
48071,2023,2,4
48071,2023,3,7
48071,2023,7,2
48071,2023,8,2
48071,2023,10,2
48071,2024,7,2
48071,2024,10,2
48071,2024,12,6
48071,2025,2,7
48071,2025,12,5
48073,2015,1,2
48073,2015,10,4
48073,2015,12,3
48073,2016,1,1
48073,2016,2,2
48073,2016,3,2
48073,2016,7,2
48073,2016,11,2
48073,2016,12,3
48073,2017,1,4
48073,2017,2,2
48073,2017,10,2
48073,2018,3,4
48073,2019,2,2
48073,2019,10,2
48073,2020,3,2
48073,2020,4,2
48073,2021,10,2
48073,2021,12,13
48073,2022,1,2
48073,2022,5,2
48073,2022,12,2
48073,2023,2,2
48073,2023,3,2
48073,2023,8,2
48073,2024,10,3
48073,2024,12,3
48073,2025,1,1
48073,2025,2,5
48073,2025,3,2
48073,2025,11,3
48073,2025,12,3
48075,2015,1,2
48075,2015,2,4
48075,2015,4,2
48075,2015,7,2
48075,2015,12,3
48075,2016,1,3
48075,2016,2,3
48075,2016,7,2
48075,2016,10,2
48075,2016,11,5
48075,2017,1,2
48075,2017,2,6
48075,2017,3,5
48075,2017,12,2
48075,2018,1,2
48075,2019,2,2
48075,2019,8,3
48075,2019,12,2
48075,2020,1,2
48075,2020,3,2
48075,2020,5,3
48075,2020,12,2
48075,2021,6,3
48075,2021,10,4
48075,2021,11,1
48075,2021,12,11
48075,2022,5,3
48075,2023,1,4
48075,2023,2,2
48075,2023,7,2
48075,2023,8,2
48075,2023,9,2
48075,2023,11,2
48075,2024,2,2
48075,2024,6,2
48075,2024,10,2
48075,2025,2,2
48075,2025,11,5
48075,2025,12,7
48077,2015,1,2
48077,2015,12,2
48077,2016,1,2
48077,2016,2,2
48077,2016,10,2
48077,2016,11,4
48077,2016,12,2
48077,2017,1,2
48077,2017,2,4
48077,2017,3,4
48077,2017,12,2
48077,2019,2,2
48077,2020,5,3
48077,2020,8,2
48077,2021,12,12
48077,2022,3,2
48077,2023,1,4
48077,2023,2,2
48077,2023,6,2
48077,2023,9,2
48077,2023,11,2
48077,2024,2,3
48077,2024,3,2
48077,2024,5,2
48077,2025,2,2
48077,2025,3,2
48077,2025,11,6
48077,2025,12,6
48079,2015,2,5
48079,2015,9,2
48079,2016,1,2
48079,2016,2,3
48079,2016,7,7
48079,2016,10,4
48079,2017,2,4
48079,2017,3,5
48079,2017,11,2
48079,2018,3,2
48079,2019,3,2
