state,variable,year,contributing_counties,median_across_counties_f,p25_across_counties_f,p75_across_counties_f,series
TX,Tmin,1992,133,52.975,49.759,56.934,consistent_county_excluding_recent_period
TX,Tmin,1993,130,52.36,49.302,55.781,consistent_county_excluding_recent_period
TX,Tmin,1994,130,53.42,50.31,57.288,consistent_county_excluding_recent_period
TX,Tmin,1995,133,53.101,49.904,56.984,consistent_county_excluding_recent_period
TX,Tmin,1996,134,52.584,49.643,56.819,consistent_county_excluding_recent_period
TX,Tmin,1997,131,52.778,49.502,56.63,consistent_county_excluding_recent_period
TX,Tmin,1998,135,56.052,52.296,59.198,consistent_county_excluding_recent_period
TX,Tmin,1999,132,54.121,51.432,57.731,consistent_county_excluding_recent_period
TX,Tmin,2000,131,54.295,52.076,58.028,consistent_county_excluding_recent_period
TX,Tmin,2001,130,54.069,51.492,57.541,consistent_county_excluding_recent_period
TX,Tmin,2002,133,53.203,50.474,56.764,consistent_county_excluding_recent_period
TX,Tmin,2003,132,53.508,50.739,56.883,consistent_county_excluding_recent_period
TX,Tmin,2004,132,54.107,51.71,57.746,consistent_county_excluding_recent_period
TX,Tmin,2005,131,53.683,50.848,56.896,consistent_county_excluding_recent_period
TX,Tmin,2006,131,54.649,51.978,57.612,consistent_county_excluding_recent_period
TX,Tmin,2007,131,53.95,50.69,57.389,consistent_county_excluding_recent_period
TX,Tmin,2008,133,52.906,49.759,55.974,consistent_county_excluding_recent_period
TX,Tmin,2009,133,53.707,50.569,56.901,consistent_county_excluding_recent_period
TX,Tmin,2010,133,53.424,50.265,55.873,consistent_county_excluding_recent_period
TX,Tmin,2011,135,54.294,51.57,57.296,consistent_county_excluding_recent_period
TX,Tmin,2012,133,55.35,52.615,58.487,consistent_county_excluding_recent_period
TX,Tmin,2013,134,53.2,50.262,56.327,consistent_county_excluding_recent_period
TX,Tmin,2014,135,53.038,50.038,56.413,consistent_county_excluding_recent_period
TX,Tmin,2015,135,55.234,51.265,58.116,consistent_county_excluding_recent_period
TX,Tmin,2016,133,56.095,52.651,59.122,consistent_county_excluding_recent_period
TX,Tmin,2017,135,55.722,51.785,59.149,consistent_county_excluding_recent_period
TX,Tmin,2018,134,54.601,51.306,58.333,consistent_county_excluding_recent_period
TX,Tmin,2019,134,54.571,50.712,58.221,consistent_county_excluding_recent_period
AL,Tavg,1979,2,64.902,64.551,65.253,stable_station_subset
AL,Tavg,1980,2,65.917,65.584,66.25,stable_station_subset
AL,Tavg,1981,2,65.3,64.849,65.752,stable_station_subset
AL,Tavg,1982,2,67.171,66.796,67.546,stable_station_subset
AL,Tavg,1983,2,64.28,63.88,64.679,stable_station_subset
AL,Tavg,1984,2,66.112,65.74,66.484,stable_station_subset
AL,Tavg,1985,2,66.476,66.224,66.727,stable_station_subset
AL,Tavg,1986,2,66.916,66.586,67.245,stable_station_subset
AL,Tavg,1987,2,65.451,65.056,65.847,stable_station_subset
AL,Tavg,1988,2,65.154,64.756,65.552,stable_station_subset
AL,Tavg,1989,2,65.346,64.837,65.856,stable_station_subset
AL,Tavg,1990,2,67.405,67.026,67.784,stable_station_subset
AL,Tavg,1991,2,66.289,65.834,66.744,stable_station_subset
AL,Tavg,1992,2,64.656,64.109,65.204,stable_station_subset
AL,Tavg,1993,2,64.642,64.284,64.999,stable_station_subset
AL,Tavg,1994,2,65.616,65.264,65.968,stable_station_subset
AL,Tavg,1995,2,65.408,65.013,65.804,stable_station_subset
AL,Tavg,1996,2,65.202,64.817,65.588,stable_station_subset
AL,Tavg,1997,2,65.85,65.564,66.136,stable_station_subset
AL,Tavg,1998,2,67.998,67.727,68.27,stable_station_subset
AL,Tavg,1999,2,66.899,66.494,67.304,stable_station_subset
AL,Tavg,2000,2,66.7,66.333,67.068,stable_station_subset
AL,Tavg,2001,2,66.065,65.646,66.484,stable_station_subset
AL,Tavg,2002,2,66.725,66.222,67.228,stable_station_subset
AL,Tavg,2003,2,66.312,65.701,66.924,stable_station_subset
AL,Tavg,2004,2,66.665,66.046,67.284,stable_station_subset
AL,Tavg,2005,2,67.372,67.051,67.692,stable_station_subset
AL,Tavg,2006,2,67.914,67.691,68.138,stable_station_subset
AL,Tavg,2007,2,67.138,66.768,67.509,stable_station_subset
AL,Tavg,2008,2,66.009,65.558,66.46,stable_station_subset
AL,Tavg,2009,2,66.318,65.846,66.791,stable_station_subset
AL,Tavg,2010,2,65.241,64.844,65.638,stable_station_subset
AL,Tavg,2011,2,66.888,66.485,67.292,stable_station_subset
AL,Tavg,2012,2,67.814,67.406,68.221,stable_station_subset
AL,Tavg,2013,2,66.18,65.798,66.562,stable_station_subset
AL,Tavg,2014,2,65.263,64.867,65.658,stable_station_subset
AL,Tavg,2015,2,67.954,67.433,68.476,stable_station_subset
AL,Tavg,2016,2,67.606,67.192,68.02,stable_station_subset
AL,Tavg,2017,2,67.825,67.321,68.329,stable_station_subset
AL,Tavg,2018,2,67.55,67.232,67.867,stable_station_subset
AL,Tavg,2019,2,68.213,68.016,68.41,stable_station_subset
AL,Tavg,2020,2,68.126,67.812,68.44,stable_station_subset
AL,Tavg,2021,2,67.398,67.08,67.715,stable_station_subset
AL,Tavg,2022,2,67.18,66.699,67.662,stable_station_subset
AL,Tavg,2023,2,68.726,68.17,69.282,stable_station_subset
AL,Tavg,2024,2,68.271,67.758,68.784,stable_station_subset
AL,Tavg,2025,2,67.746,67.199,68.292,stable_station_subset
AL,Tmax,1979,2,76.647,76.42,76.874,stable_station_subset
AL,Tmax,1980,2,77.821,77.506,78.136,stable_station_subset
AL,Tmax,1981,2,77.754,77.473,78.034,stable_station_subset
AL,Tmax,1982,2,78.582,78.41,78.754,stable_station_subset
AL,Tmax,1983,2,75.696,75.557,75.835,stable_station_subset
AL,Tmax,1984,2,77.938,77.823,78.052,stable_station_subset
AL,Tmax,1985,2,77.72,77.52,77.919,stable_station_subset
AL,Tmax,1986,2,78.15,78.09,78.209,stable_station_subset
AL,Tmax,1987,2,77.271,77.107,77.435,stable_station_subset
AL,Tmax,1988,2,76.716,76.648,76.784,stable_station_subset
AL,Tmax,1989,2,76.594,76.585,76.603,stable_station_subset
AL,Tmax,1990,2,79.61,79.474,79.746,stable_station_subset
AL,Tmax,1991,2,77.142,77.134,77.151,stable_station_subset
AL,Tmax,1992,2,75.867,75.772,75.962,stable_station_subset
AL,Tmax,1993,2,76.084,75.914,76.253,stable_station_subset
AL,Tmax,1994,2,76.83,76.587,77.072,stable_station_subset
AL,Tmax,1995,2,77.336,77.03,77.642,stable_station_subset
AL,Tmax,1996,2,76.76,76.722,76.798,stable_station_subset
AL,Tmax,1997,2,76.811,76.646,76.976,stable_station_subset
AL,Tmax,1998,2,78.986,78.781,79.19,stable_station_subset
AL,Tmax,1999,2,78.722,78.706,78.738,stable_station_subset
AL,Tmax,2000,2,79.116,79.058,79.175,stable_station_subset
AL,Tmax,2001,2,77.482,77.418,77.545,stable_station_subset
AL,Tmax,2002,2,77.629,77.52,77.738,stable_station_subset
AL,Tmax,2003,2,77.059,76.925,77.192,stable_station_subset
AL,Tmax,2004,2,77.32,77.124,77.517,stable_station_subset
AL,Tmax,2005,2,78.186,78.118,78.254,stable_station_subset
AL,Tmax,2006,2,79.772,79.414,80.13,stable_station_subset
AL,Tmax,2007,2,78.816,78.784,78.848,stable_station_subset
AL,Tmax,2008,2,77.284,77.204,77.364,stable_station_subset
AL,Tmax,2009,2,76.919,76.734,77.104,stable_station_subset
AL,Tmax,2010,2,76.79,76.772,76.808,stable_station_subset
AL,Tmax,2011,2,78.696,78.668,78.723,stable_station_subset
AL,Tmax,2012,2,78.788,78.699,78.877,stable_station_subset
AL,Tmax,2013,2,76.72,76.636,76.804,stable_station_subset
AL,Tmax,2014,2,76.382,76.281,76.482,stable_station_subset
AL,Tmax,2015,2,78.215,77.938,78.493,stable_station_subset
AL,Tmax,2016,2,78.583,78.514,78.652,stable_station_subset
AL,Tmax,2017,2,78.21,77.984,78.436,stable_station_subset
AL,Tmax,2018,2,77.652,77.447,77.858,stable_station_subset
AL,Tmax,2019,2,78.729,78.642,78.816,stable_station_subset
AL,Tmax,2020,2,78.258,78.171,78.344,stable_station_subset
AL,Tmax,2021,2,77.422,77.378,77.466,stable_station_subset
AL,Tmax,2022,2,77.832,77.69,77.973,stable_station_subset
AL,Tmax,2023,2,79.173,79.037,79.309,stable_station_subset
AL,Tmax,2024,2,78.511,78.423,78.598,stable_station_subset
AL,Tmax,2025,2,78.532,78.448,78.616,stable_station_subset
AL,Tmin,1979,2,53.156,52.228,54.085,stable_station_subset
AL,Tmin,1980,2,54.012,53.03,54.994,stable_station_subset
AL,Tmin,1981,2,52.848,51.664,54.031,stable_station_subset
AL,Tmin,1982,2,55.76,54.838,56.681,stable_station_subset
AL,Tmin,1983,2,52.864,51.926,53.801,stable_station_subset
AL,Tmin,1984,2,54.287,53.428,55.146,stable_station_subset
AL,Tmin,1985,2,55.234,54.531,55.936,stable_station_subset
AL,Tmin,1986,2,55.682,54.964,56.399,stable_station_subset
AL,Tmin,1987,2,53.632,52.676,54.588,stable_station_subset
AL,Tmin,1988,2,53.592,52.728,54.456,stable_station_subset
AL,Tmin,1989,2,54.1,53.09,55.11,stable_station_subset
AL,Tmin,1990,2,55.2,54.306,56.094,stable_station_subset
AL,Tmin,1991,2,55.436,54.518,56.354,stable_station_subset
AL,Tmin,1992,2,53.446,52.446,54.447,stable_station_subset
AL,Tmin,1993,2,53.2,52.315,54.085,stable_station_subset
AL,Tmin,1994,2,54.403,53.456,55.35,stable_station_subset
AL,Tmin,1995,2,53.48,52.384,54.577,stable_station_subset
AL,Tmin,1996,2,53.644,52.835,54.454,stable_station_subset
AL,Tmin,1997,2,54.889,54.154,55.624,stable_station_subset
AL,Tmin,1998,2,57.01,56.263,57.758,stable_station_subset
AL,Tmin,1999,2,55.076,54.283,55.87,stable_station_subset
AL,Tmin,2000,2,54.283,53.49,55.076,stable_station_subset
AL,Tmin,2001,2,54.648,53.872,55.424,stable_station_subset
AL,Tmin,2002,2,55.821,54.924,56.718,stable_station_subset
AL,Tmin,2003,2,55.567,54.478,56.656,stable_station_subset
AL,Tmin,2004,2,56.009,54.966,57.052,stable_station_subset
AL,Tmin,2005,2,56.556,55.847,57.266,stable_station_subset
AL,Tmin,2006,2,56.056,55.253,56.86,stable_station_subset
AL,Tmin,2007,2,55.46,54.687,56.234,stable_station_subset
AL,Tmin,2008,2,54.734,53.912,55.555,stable_station_subset
AL,Tmin,2009,2,55.718,54.957,56.478,stable_station_subset
AL,Tmin,2010,2,53.692,52.915,54.468,stable_station_subset
AL,Tmin,2011,2,55.082,54.248,55.915,stable_station_subset
AL,Tmin,2012,2,56.839,56.113,57.565,stable_station_subset
AL,Tmin,2013,2,55.64,54.96,56.32,stable_station_subset
AL,Tmin,2014,2,54.144,53.454,54.834,stable_station_subset
AL,Tmin,2015,2,57.692,56.927,58.458,stable_station_subset
AL,Tmin,2016,2,56.629,55.868,57.39,stable_station_subset
AL,Tmin,2017,2,57.44,56.658,58.223,stable_station_subset
AL,Tmin,2018,2,57.446,57.018,57.875,stable_station_subset
AL,Tmin,2019,2,57.698,57.218,58.177,stable_station_subset
AL,Tmin,2020,2,57.994,57.452,58.536,stable_station_subset
AL,Tmin,2021,2,57.372,56.782,57.963,stable_station_subset
AL,Tmin,2022,2,56.529,55.707,57.351,stable_station_subset
AL,Tmin,2023,2,58.28,57.304,59.256,stable_station_subset
AL,Tmin,2024,2,58.031,57.094,58.969,stable_station_subset
AL,Tmin,2025,2,56.96,55.951,57.968,stable_station_subset
FL,Tavg,1979,6,74.018,72.502,75.334,stable_station_subset
FL,Tavg,1980,6,73.919,72.403,75.116,stable_station_subset
FL,Tavg,1981,6,73.116,71.883,74.235,stable_station_subset
FL,Tavg,1982,6,75.254,74.004,76.548,stable_station_subset
FL,Tavg,1983,6,73.82,71.917,75.154,stable_station_subset
FL,Tavg,1984,6,73.848,72.469,75.108,stable_station_subset
FL,Tavg,1985,6,74.252,73.458,75.04,stable_station_subset
FL,Tavg,1986,6,74.928,74.126,75.969,stable_station_subset
FL,Tavg,1987,6,74.119,72.914,75.525,stable_station_subset
FL,Tavg,1988,6,73.749,72.708,75.475,stable_station_subset
FL,Tavg,1989,6,74.496,73.96,76.025,stable_station_subset
FL,Tavg,1990,6,75.502,74.866,76.577,stable_station_subset
FL,Tavg,1991,6,75.32,74.631,76.422,stable_station_subset
FL,Tavg,1992,6,74.154,73.164,75.26,stable_station_subset
FL,Tavg,1993,6,74.557,73.072,76.011,stable_station_subset
FL,Tavg,1994,6,75.778,74.539,77.087,stable_station_subset
FL,Tavg,1995,6,74.816,73.675,76.357,stable_station_subset
FL,Tavg,1996,6,73.835,72.672,75.392,stable_station_subset
FL,Tavg,1997,6,75.524,73.998,76.868,stable_station_subset
FL,Tavg,1998,6,76.078,74.648,76.931,stable_station_subset
FL,Tavg,1999,6,74.914,73.516,75.923,stable_station_subset
FL,Tavg,2000,6,74.336,73.001,75.473,stable_station_subset
FL,Tavg,2001,6,74.611,73.528,75.474,stable_station_subset
FL,Tavg,2002,6,75.707,74.172,76.369,stable_station_subset
FL,Tavg,2003,6,75.246,74.067,76.072,stable_station_subset
FL,Tavg,2004,6,74.363,73.762,75.386,stable_station_subset
FL,Tavg,2005,6,74.367,73.236,75.365,stable_station_subset
FL,Tavg,2006,6,74.726,73.572,75.619,stable_station_subset
FL,Tavg,2007,6,75.431,74.331,76.363,stable_station_subset
FL,Tavg,2008,6,74.641,73.527,75.716,stable_station_subset
FL,Tavg,2009,6,74.953,74.025,76.023,stable_station_subset
FL,Tavg,2010,6,73.051,71.675,74.008,stable_station_subset
FL,Tavg,2011,6,75.25,74.445,76.46,stable_station_subset
FL,Tavg,2012,6,74.901,74.214,76.054,stable_station_subset
FL,Tavg,2013,6,75.445,74.604,76.716,stable_station_subset
FL,Tavg,2014,6,74.956,73.824,76.216,stable_station_subset
FL,Tavg,2015,6,77.0,76.401,78.005,stable_station_subset
FL,Tavg,2016,6,76.394,75.174,77.128,stable_station_subset
FL,Tavg,2017,6,76.515,75.826,77.252,stable_station_subset
FL,Tavg,2018,6,76.034,75.142,76.905,stable_station_subset
FL,Tavg,2019,6,76.876,75.991,77.713,stable_station_subset
FL,Tavg,2020,6,76.9,76.194,77.716,stable_station_subset
FL,Tavg,2021,6,76.01,75.553,77.129,stable_station_subset
FL,Tavg,2022,6,76.403,75.682,77.504,stable_station_subset
FL,Tavg,2023,6,77.012,76.315,78.113,stable_station_subset
FL,Tavg,2024,6,76.654,75.816,77.696,stable_station_subset
FL,Tavg,2025,6,76.12,75.316,77.22,stable_station_subset
FL,Tmax,1979,6,83.39,82.842,83.651,stable_station_subset
FL,Tmax,1980,6,83.594,83.321,83.856,stable_station_subset
FL,Tmax,1981,6,83.482,82.633,84.158,stable_station_subset
FL,Tmax,1982,6,84.421,84.146,84.574,stable_station_subset
FL,Tmax,1983,6,82.64,82.294,83.058,stable_station_subset
FL,Tmax,1984,6,83.128,82.436,83.754,stable_station_subset
FL,Tmax,1985,6,83.834,83.332,84.755,stable_station_subset
FL,Tmax,1986,6,84.297,83.714,85.252,stable_station_subset
FL,Tmax,1987,6,83.656,83.13,83.989,stable_station_subset
FL,Tmax,1988,6,83.252,83.022,83.702,stable_station_subset
FL,Tmax,1989,6,84.62,84.328,85.313,stable_station_subset
FL,Tmax,1990,6,85.326,84.702,85.956,stable_station_subset
FL,Tmax,1991,6,84.317,84.072,84.687,stable_station_subset
FL,Tmax,1992,6,83.276,82.946,83.388,stable_station_subset
FL,Tmax,1993,6,83.363,83.296,83.61,stable_station_subset
FL,Tmax,1994,6,84.451,84.046,84.628,stable_station_subset
FL,Tmax,1995,6,83.55,83.394,83.818,stable_station_subset
FL,Tmax,1996,6,82.852,82.484,83.631,stable_station_subset
FL,Tmax,1997,6,83.851,83.803,84.76,stable_station_subset
FL,Tmax,1998,6,84.211,84.029,84.504,stable_station_subset
FL,Tmax,1999,6,83.612,83.416,83.986,stable_station_subset
FL,Tmax,2000,6,83.494,83.223,83.682,stable_station_subset
FL,Tmax,2001,6,83.333,83.154,83.758,stable_station_subset
FL,Tmax,2002,6,83.883,83.792,84.329,stable_station_subset
FL,Tmax,2003,6,83.512,83.392,84.156,stable_station_subset
FL,Tmax,2004,6,83.336,82.793,83.74,stable_station_subset
FL,Tmax,2005,6,82.812,82.413,83.569,stable_station_subset
FL,Tmax,2006,6,83.766,83.094,84.232,stable_station_subset
FL,Tmax,2007,6,84.098,83.579,84.748,stable_station_subset
FL,Tmax,2008,6,83.458,82.899,84.167,stable_station_subset
FL,Tmax,2009,6,83.994,83.43,84.674,stable_station_subset
FL,Tmax,2010,6,81.684,81.084,82.559,stable_station_subset
FL,Tmax,2011,6,84.59,83.803,85.403,stable_station_subset
FL,Tmax,2012,6,83.878,82.98,84.74,stable_station_subset
FL,Tmax,2013,6,83.901,83.194,84.734,stable_station_subset
FL,Tmax,2014,6,83.598,83.108,84.571,stable_station_subset
FL,Tmax,2015,6,85.256,84.493,86.049,stable_station_subset
FL,Tmax,2016,6,84.375,84.069,84.89,stable_station_subset
FL,Tmax,2017,6,85.306,84.841,85.615,stable_station_subset
FL,Tmax,2018,6,84.57,84.138,85.006,stable_station_subset
FL,Tmax,2019,6,85.443,85.098,85.73,stable_station_subset
FL,Tmax,2020,6,85.363,85.026,85.419,stable_station_subset
FL,Tmax,2021,6,84.978,84.304,85.067,stable_station_subset
FL,Tmax,2022,6,85.369,85.224,85.496,stable_station_subset
FL,Tmax,2023,6,86.134,86.052,86.27,stable_station_subset
FL,Tmax,2024,6,85.379,84.885,85.53,stable_station_subset
FL,Tmax,2025,6,85.089,84.592,85.482,stable_station_subset
FL,Tmin,1979,6,63.955,62.464,67.466,stable_station_subset
FL,Tmin,1980,6,63.439,62.01,66.507,stable_station_subset
FL,Tmin,1981,6,61.842,60.142,65.043,stable_station_subset
FL,Tmin,1982,6,65.38,63.938,68.338,stable_station_subset
FL,Tmin,1983,6,64.039,61.884,66.936,stable_station_subset
FL,Tmin,1984,6,63.705,61.856,66.855,stable_station_subset
FL,Tmin,1985,6,63.684,62.882,66.06,stable_station_subset
FL,Tmin,1986,6,64.414,63.624,67.56,stable_station_subset
FL,Tmin,1987,6,63.895,62.403,67.269,stable_station_subset
FL,Tmin,1988,6,63.21,61.634,67.599,stable_station_subset
FL,Tmin,1989,6,63.168,62.636,67.253,stable_station_subset
FL,Tmin,1990,6,64.457,64.09,67.922,stable_station_subset
FL,Tmin,1991,6,65.508,64.575,68.364,stable_station_subset
FL,Tmin,1992,6,64.697,62.975,67.009,stable_station_subset
FL,Tmin,1993,6,65.178,62.788,68.131,stable_station_subset
FL,Tmin,1994,6,66.92,64.83,69.353,stable_station_subset
FL,Tmin,1995,6,65.842,63.796,68.775,stable_station_subset
FL,Tmin,1996,6,64.116,62.458,67.07,stable_station_subset
FL,Tmin,1997,6,66.381,64.421,68.831,stable_station_subset
FL,Tmin,1998,6,67.116,65.384,68.913,stable_station_subset
FL,Tmin,1999,6,65.462,63.434,67.55,stable_station_subset
FL,Tmin,2000,6,64.406,62.426,66.994,stable_station_subset
FL,Tmin,2001,6,64.764,63.398,67.032,stable_station_subset
FL,Tmin,2002,6,66.32,64.335,67.97,stable_station_subset
FL,Tmin,2003,6,66.061,64.743,67.528,stable_station_subset
FL,Tmin,2004,6,64.818,64.237,66.758,stable_station_subset
FL,Tmin,2005,6,65.197,63.862,66.698,stable_station_subset
FL,Tmin,2006,6,64.993,63.622,66.863,stable_station_subset
FL,Tmin,2007,6,65.806,64.473,67.903,stable_station_subset
FL,Tmin,2008,6,65.305,63.669,67.375,stable_station_subset
FL,Tmin,2009,6,65.323,64.033,67.508,stable_station_subset
FL,Tmin,2010,6,63.802,61.969,65.517,stable_station_subset
FL,Tmin,2011,6,65.34,64.376,67.678,stable_station_subset
FL,Tmin,2012,6,65.61,64.726,67.726,stable_station_subset
FL,Tmin,2013,6,66.641,65.006,68.819,stable_station_subset
FL,Tmin,2014,6,65.652,63.877,67.756,stable_station_subset
FL,Tmin,2015,6,68.306,67.034,70.181,stable_station_subset
FL,Tmin,2016,6,67.926,65.976,69.634,stable_station_subset
FL,Tmin,2017,6,67.7,66.224,69.308,stable_station_subset
FL,Tmin,2018,6,67.106,65.73,68.91,stable_station_subset
FL,Tmin,2019,6,68.162,66.728,69.779,stable_station_subset
FL,Tmin,2020,6,68.118,66.726,70.21,stable_station_subset
FL,Tmin,2021,6,67.149,66.214,69.22,stable_station_subset
FL,Tmin,2022,6,67.542,66.258,69.609,stable_station_subset
FL,Tmin,2023,6,68.092,66.745,69.856,stable_station_subset
FL,Tmin,2024,6,68.408,66.412,69.995,stable_station_subset
FL,Tmin,2025,6,66.662,65.388,69.086,stable_station_subset
LA,Tavg,1979,1,64.878,64.878,64.878,stable_station_subset
LA,Tavg,1980,1,66.379,66.379,66.379,stable_station_subset
LA,Tavg,1981,1,66.093,66.093,66.093,stable_station_subset
LA,Tavg,1982,1,66.401,66.401,66.401,stable_station_subset
LA,Tavg,1983,1,64.648,64.648,64.648,stable_station_subset
LA,Tavg,1984,1,66.847,66.847,66.847,stable_station_subset
LA,Tavg,1985,1,66.848,66.848,66.848,stable_station_subset
LA,Tavg,1986,1,67.962,67.962,67.962,stable_station_subset
LA,Tavg,1987,1,66.318,66.318,66.318,stable_station_subset
LA,Tavg,1988,1,65.974,65.974,65.974,stable_station_subset
LA,Tavg,1989,1,65.761,65.761,65.761,stable_station_subset
LA,Tavg,1990,1,68.084,68.084,68.084,stable_station_subset
LA,Tavg,1991,1,67.283,67.283,67.283,stable_station_subset
LA,Tavg,1992,1,66.317,66.317,66.317,stable_station_subset
LA,Tavg,1993,1,66.258,66.258,66.258,stable_station_subset
LA,Tavg,1994,1,66.868,66.868,66.868,stable_station_subset
LA,Tavg,1995,1,67.408,67.408,67.408,stable_station_subset
LA,Tavg,1996,1,66.23,66.23,66.23,stable_station_subset
LA,Tavg,1997,1,65.984,65.984,65.984,stable_station_subset
LA,Tavg,1998,1,68.722,68.722,68.722,stable_station_subset
LA,Tavg,1999,1,67.82,67.82,67.82,stable_station_subset
LA,Tavg,2000,1,66.82,66.82,66.82,stable_station_subset
LA,Tavg,2001,1,66.369,66.369,66.369,stable_station_subset
LA,Tavg,2002,1,66.44,66.44,66.44,stable_station_subset
LA,Tavg,2003,1,65.958,65.958,65.958,stable_station_subset
LA,Tavg,2004,1,66.7,66.7,66.7,stable_station_subset
LA,Tavg,2005,1,67.076,67.076,67.076,stable_station_subset
LA,Tavg,2006,1,67.344,67.344,67.344,stable_station_subset
LA,Tavg,2007,1,67.027,67.027,67.027,stable_station_subset
LA,Tavg,2008,1,66.649,66.649,66.649,stable_station_subset
LA,Tavg,2009,1,66.801,66.801,66.801,stable_station_subset
LA,Tavg,2010,1,66.428,66.428,66.428,stable_station_subset
LA,Tavg,2011,1,67.577,67.577,67.577,stable_station_subset
LA,Tavg,2012,1,68.584,68.584,68.584,stable_station_subset
LA,Tavg,2013,1,65.978,65.978,65.978,stable_station_subset
LA,Tavg,2014,1,64.856,64.856,64.856,stable_station_subset
LA,Tavg,2015,1,67.87,67.87,67.87,stable_station_subset
LA,Tavg,2016,1,68.359,68.359,68.359,stable_station_subset
LA,Tavg,2017,1,68.11,68.11,68.11,stable_station_subset
LA,Tavg,2018,1,67.212,67.212,67.212,stable_station_subset
LA,Tavg,2019,1,66.951,66.951,66.951,stable_station_subset
LA,Tavg,2020,1,67.438,67.438,67.438,stable_station_subset
LA,Tavg,2021,1,67.043,67.043,67.043,stable_station_subset
LA,Tavg,2022,1,67.011,67.011,67.011,stable_station_subset
LA,Tavg,2023,1,69.299,69.299,69.299,stable_station_subset
LA,Tavg,2024,1,68.289,68.289,68.289,stable_station_subset
LA,Tavg,2025,1,67.893,67.893,67.893,stable_station_subset
LA,Tmax,1979,1,75.493,75.493,75.493,stable_station_subset
LA,Tmax,1980,1,77.729,77.729,77.729,stable_station_subset
LA,Tmax,1981,1,77.425,77.425,77.425,stable_station_subset
LA,Tmax,1982,1,77.515,77.515,77.515,stable_station_subset
LA,Tmax,1983,1,75.481,75.481,75.481,stable_station_subset
LA,Tmax,1984,1,77.585,77.585,77.585,stable_station_subset
LA,Tmax,1985,1,77.423,77.423,77.423,stable_station_subset
LA,Tmax,1986,1,78.499,78.499,78.499,stable_station_subset
LA,Tmax,1987,1,77.331,77.331,77.331,stable_station_subset
LA,Tmax,1988,1,76.782,76.782,76.782,stable_station_subset
LA,Tmax,1989,1,76.185,76.185,76.185,stable_station_subset
LA,Tmax,1990,1,78.953,78.953,78.953,stable_station_subset
LA,Tmax,1991,1,76.884,76.884,76.884,stable_station_subset
LA,Tmax,1992,1,76.461,76.461,76.461,stable_station_subset
LA,Tmax,1993,1,76.677,76.677,76.677,stable_station_subset
LA,Tmax,1994,1,76.758,76.758,76.758,stable_station_subset
LA,Tmax,1995,1,77.804,77.804,77.804,stable_station_subset
LA,Tmax,1996,1,76.899,76.899,76.899,stable_station_subset
LA,Tmax,1997,1,76.429,76.429,76.429,stable_station_subset
LA,Tmax,1998,1,79.363,79.363,79.363,stable_station_subset
LA,Tmax,1999,1,79.868,79.868,79.868,stable_station_subset
LA,Tmax,2000,1,78.318,78.318,78.318,stable_station_subset
LA,Tmax,2001,1,77.12,77.12,77.12,stable_station_subset
LA,Tmax,2002,1,76.921,76.921,76.921,stable_station_subset
LA,Tmax,2003,1,76.715,76.715,76.715,stable_station_subset
LA,Tmax,2004,1,77.086,77.086,77.086,stable_station_subset
LA,Tmax,2005,1,78.578,78.578,78.578,stable_station_subset
LA,Tmax,2006,1,78.889,78.889,78.889,stable_station_subset
LA,Tmax,2007,1,77.757,77.757,77.757,stable_station_subset
LA,Tmax,2008,1,77.839,77.839,77.839,stable_station_subset
LA,Tmax,2009,1,77.564,77.564,77.564,stable_station_subset
LA,Tmax,2010,1,77.832,77.832,77.832,stable_station_subset
LA,Tmax,2011,1,79.474,79.474,79.474,stable_station_subset
LA,Tmax,2012,1,79.819,79.819,79.819,stable_station_subset
LA,Tmax,2013,1,76.825,76.825,76.825,stable_station_subset
LA,Tmax,2014,1,75.516,75.516,75.516,stable_station_subset
LA,Tmax,2015,1,78.253,78.253,78.253,stable_station_subset
LA,Tmax,2016,1,78.921,78.921,78.921,stable_station_subset
LA,Tmax,2017,1,78.333,78.333,78.333,stable_station_subset
LA,Tmax,2018,1,77.495,77.495,77.495,stable_station_subset
LA,Tmax,2019,1,77.373,77.373,77.373,stable_station_subset
LA,Tmax,2020,1,77.683,77.683,77.683,stable_station_subset
LA,Tmax,2021,1,77.257,77.257,77.257,stable_station_subset
LA,Tmax,2022,1,78.549,78.549,78.549,stable_station_subset
LA,Tmax,2023,1,80.819,80.819,80.819,stable_station_subset
LA,Tmax,2024,1,78.959,78.959,78.959,stable_station_subset
LA,Tmax,2025,1,78.921,78.921,78.921,stable_station_subset
LA,Tmin,1979,1,54.263,54.263,54.263,stable_station_subset
LA,Tmin,1980,1,55.029,55.029,55.029,stable_station_subset
LA,Tmin,1981,1,54.762,54.762,54.762,stable_station_subset
LA,Tmin,1982,1,55.288,55.288,55.288,stable_station_subset
LA,Tmin,1983,1,53.815,53.815,53.815,stable_station_subset
LA,Tmin,1984,1,56.109,56.109,56.109,stable_station_subset
LA,Tmin,1985,1,56.272,56.272,56.272,stable_station_subset
LA,Tmin,1986,1,57.425,57.425,57.425,stable_station_subset
LA,Tmin,1987,1,55.304,55.304,55.304,stable_station_subset
LA,Tmin,1988,1,55.165,55.165,55.165,stable_station_subset
LA,Tmin,1989,1,55.338,55.338,55.338,stable_station_subset
LA,Tmin,1990,1,57.215,57.215,57.215,stable_station_subset
