county_fips,relative_construct,hybrid_construct,label,percentile,duration_days,absolute_gate_f,cumulative_classified_days_no_gate,cumulative_classified_days_with_gate,cumulative_events_no_gate,classified_days_lost,pct_retained,county_name,pct_analysis_days_imputed,fully_imputed_county,analysis_days,native_analysis_days
48321,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,1181,844,229,337,71.46,Matagorda,0.0,False,4018,4018
48323,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,427,329,122,98,77.05,Maverick,72.4,False,4018,1108
48325,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,1120,954,236,166,85.18,Medina,0.5,False,4018,3997
48327,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,752,568,197,184,75.53,Menard,1.2,False,4018,3969
48329,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,855,651,224,204,76.14,Midland,0.0,False,4018,4018
48331,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,960,805,220,155,83.85,Milam,26.7,False,4018,2947
48333,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,735,581,184,154,79.05,Mills,4.0,False,4018,3856
48335,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,718,529,183,189,73.68,Mitchell,100.0,True,4018,0
48337,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,747,505,184,242,67.6,Montague,0.0,False,4018,4017
48339,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,1060,841,226,219,79.34,Montgomery,0.0,False,4018,4018
48341,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,918,602,262,316,65.58,Moore,39.0,False,4018,2449
48343,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,599,386,165,213,64.44,Morris,0.4,False,4018,4003
48345,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,737,562,225,175,76.26,Motley,0.0,False,4018,4018
48347,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,594,393,150,201,66.16,Nacogdoches,1.1,False,4018,3973
48349,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,827,567,196,260,68.56,Navarro,0.0,False,4018,4018
48351,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,1018,768,236,250,75.44,Newton,0.9,False,4018,3980
48353,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,809,633,228,176,78.24,Nolan,4.5,False,4018,3838
48355,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,830,665,194,165,80.12,Nueces,0.0,False,4018,4018
48357,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,896,571,266,325,63.73,Ochiltree,35.8,False,4018,2578
48359,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,775,483,240,292,62.32,Oldham,0.0,False,4018,4018
48361,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,688,470,187,218,68.31,Orange,2.5,False,4018,3916
48363,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,904,707,240,197,78.21,Palo Pinto,1.6,False,4018,3953
48365,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,640,385,183,255,60.16,Panola,1.8,False,4018,3946
48367,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,816,587,189,229,71.94,Parker,0.2,False,4018,4009
48369,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,872,640,249,232,73.39,Parmer,0.0,False,4018,4018
48371,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,960,773,258,187,80.52,Pecos,0.0,False,4018,4018
48373,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,701,509,163,192,72.61,Polk,86.0,False,4018,564
48375,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,792,491,215,301,61.99,Potter,0.0,False,4018,4018
48377,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,747,600,190,147,80.32,Presidio,2.2,False,4018,3930
48379,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,628,386,175,242,61.46,Rains,0.5,False,4018,3996
48381,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,678,462,207,216,68.14,Randall,8.1,False,4018,3693
48383,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,1057,822,255,235,77.77,Reagan,2.3,False,4018,3927
48385,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,720,566,195,154,78.61,Real,2.5,False,4018,3917
48387,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,724,475,204,249,65.61,Red River,0.6,False,4018,3992
48389,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,785,670,205,115,85.35,Reeves,4.4,False,4018,3843
48391,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,294,210,97,84,71.43,Refugio,3.6,False,4018,3872
48393,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,986,618,251,368,62.68,Roberts,100.0,True,4018,0
48395,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,973,776,223,197,79.75,Robertson,5.3,False,4018,3806
48397,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,786,499,205,287,63.49,Rockwall,25.0,False,4018,3012
48399,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,798,626,214,172,78.45,Runnels,0.1,False,4018,4013
48401,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,861,566,213,295,65.74,Rusk,0.0,False,4018,4018
48403,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,958,717,245,241,74.84,Sabine,1.2,False,4018,3971
48405,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,898,628,219,270,69.93,San Augustine,9.2,False,4018,3647
48407,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,884,658,188,226,74.43,San Jacinto,100.0,True,4018,0
48409,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,856,742,207,114,86.68,San Patricio,6.4,False,4018,3761
48411,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,753,561,192,192,74.5,San Saba,0.1,False,4018,4015
48413,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,715,508,196,207,71.05,Schleicher,1.1,False,4018,3975
48415,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,810,601,213,209,74.2,Scurry,0.3,False,4018,4007
48417,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,761,593,199,168,77.92,Shackelford,0.1,False,4018,4014
48419,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,722,497,181,225,68.84,Shelby,54.8,False,4018,1818
48421,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,1014,660,282,354,65.09,Sherman,58.9,False,4018,1650
48423,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,800,553,203,247,69.12,Smith,0.0,False,4018,4018
48425,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,515,378,153,137,73.4,Somervell,18.3,False,4018,3284
48427,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,1162,1161,265,1,99.91,Starr,2.1,False,4018,3935
48429,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,792,627,213,165,79.17,Stephens,1.7,False,4018,3948
48431,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,750,575,186,175,76.67,Sterling,72.4,False,4018,1108
48433,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,790,610,232,180,77.22,Stonewall,0.0,False,4018,4018
48435,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,757,566,195,191,74.77,Sutton,67.7,False,4018,1299
48437,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,808,560,236,248,69.31,Swisher,0.0,False,4018,4018
48439,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,876,604,214,272,68.95,Tarrant,0.0,False,4018,4018
48441,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,873,654,199,219,74.91,Taylor,0.0,False,4018,4018
48443,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,1143,996,279,147,87.14,Terrell,2.6,False,4018,3912
48445,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,774,596,226,178,77.0,Terry,0.0,False,4018,4018
48447,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,717,521,196,196,72.66,Throckmorton,41.0,False,4018,2370
48449,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,901,719,225,182,79.8,Titus,2.4,False,4018,3920
48451,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,1090,862,249,228,79.08,Tom Green,0.0,False,4018,4018
48453,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,917,734,209,183,80.04,Travis,0.0,False,4018,4018
48455,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,642,451,152,191,70.25,Trinity,100.0,True,4018,0
48457,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,1027,769,223,258,74.88,Tyler,0.0,False,4018,4018
48459,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,709,454,184,255,64.03,Upshur,0.0,False,4018,4018
48461,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,872,705,240,167,80.85,Upton,13.9,False,4018,3458
48463,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,793,654,216,139,82.47,Uvalde,2.8,False,4018,3907
48465,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,1265,1031,259,234,81.5,Val Verde,0.0,False,4018,4018
48467,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,748,499,198,249,66.71,Van Zandt,1.7,False,4018,3948
48469,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,1023,873,202,150,85.34,Victoria,0.0,False,4018,4018
48471,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,814,591,188,223,72.6,Walker,0.0,False,4018,4018
48473,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,1033,774,202,259,74.93,Waller,100.0,True,4018,0
48475,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,617,495,188,122,80.23,Ward,0.4,False,4018,4003
48477,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,774,588,178,186,75.97,Washington,0.3,False,4018,4004
48479,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,989,945,241,44,95.55,Webb,0.0,False,4018,4017
48481,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,889,726,181,163,81.66,Wharton,0.0,False,4018,4017
48483,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,883,550,245,333,62.29,Wheeler,67.4,False,4018,1311
48485,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,654,456,189,198,69.72,Wichita,0.0,False,4018,4018
48487,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,698,449,186,249,64.33,Wilbarger,100.0,True,4018,0
48489,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,1068,1024,218,44,95.88,Willacy,30.0,False,4018,2812
48491,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,906,698,189,208,77.04,Williamson,0.0,False,4018,4018
48493,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,587,512,140,75,87.22,Wilson,61.7,False,4018,1537
48495,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,635,508,176,127,80.0,Winkler,6.7,False,4018,3750
48497,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,660,457,177,203,69.24,Wise,0.1,False,4018,4015
48499,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,570,327,161,243,57.37,Wood,0.0,False,4018,4016
48501,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,870,634,245,236,72.87,Yoakum,0.0,False,4018,4018
48503,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,696,517,208,179,74.28,Young,7.3,False,4018,3724
48505,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,336,310,93,26,92.26,Zapata,78.0,False,4018,885
48507,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A80_W15,TX-P80-D2,80,2,80.0,529,439,134,90,82.99,Zavala,100.0,True,4018,0
48001,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,859,368,204,491,42.84,Anderson,0.0,False,4018,4018
48003,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,729,408,214,321,55.97,Andrews,3.2,False,4018,3889
48005,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,980,418,235,562,42.65,Angelina,0.0,False,4018,4018
48007,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,1477,591,292,886,40.01,Aransas,0.2,False,4018,4010
48009,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,692,323,181,369,46.68,Archer,89.4,False,4018,426
48011,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,1014,465,258,549,45.86,Armstrong,100.0,True,4018,0
48013,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,953,591,200,362,62.01,Atascosa,0.0,False,4018,4016
48015,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,745,347,170,398,46.58,Austin,23.9,False,4018,3058
48017,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,742,321,209,421,43.26,Bailey,0.0,False,4018,4018
48019,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,934,534,209,400,57.17,Bandera,16.4,False,4018,3358
48021,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,890,451,203,439,50.67,Bastrop,0.3,False,4018,4006
48023,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,790,383,193,407,48.48,Baylor,0.0,False,4018,4018
48025,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,869,438,206,431,50.4,Bee,4.0,False,4018,3859
48027,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,884,448,209,436,50.68,Bell,0.1,False,4018,4012
48029,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,1031,561,234,470,54.41,Bexar,0.0,False,4018,4018
48031,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,987,519,202,468,52.58,Blanco,19.2,False,4018,3245
48033,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,658,365,193,293,55.47,Borden,23.2,False,4018,3084
48035,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,672,295,168,377,43.9,Bosque,60.6,False,4018,1582
48037,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,790,271,201,519,34.3,Bowie,0.0,False,4018,4017
48039,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,1103,432,257,671,39.17,Brazoria,0.0,False,4018,4018
48041,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,841,376,205,465,44.71,Brazos,0.1,False,4018,4015
48043,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,791,434,187,357,54.87,Brewster,0.0,False,4018,4018
48045,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,847,421,243,426,49.7,Briscoe,0.0,False,4018,4016
48047,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,489,314,136,175,64.21,Brooks,70.2,False,4018,1199
48049,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,736,392,196,344,53.26,Brown,9.7,False,4018,3629
48051,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,866,411,217,455,47.46,Burleson,18.9,False,4018,3258
48053,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,996,512,210,484,51.41,Burnet,0.0,False,4018,4018
48055,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,1168,702,254,466,60.1,Caldwell,0.1,False,4018,4012
48057,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,1034,352,225,682,34.04,Calhoun,0.1,False,4018,4014
48059,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,752,364,191,388,48.4,Callahan,0.0,False,4018,4018
48061,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,1288,684,259,604,53.11,Cameron,0.0,False,4018,4018
48063,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,791,317,189,474,40.08,Camp,82.5,False,4018,704
48065,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,840,340,229,500,40.48,Carson,77.3,False,4018,911
48067,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,683,240,195,443,35.14,Cass,0.6,False,4018,3995
48069,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,671,280,210,391,41.73,Castro,0.0,False,4018,4018
48071,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,610,161,163,449,26.39,Chambers,0.3,False,4018,4004
48073,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,665,189,182,476,28.42,Cherokee,0.2,False,4018,4011
48075,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,864,445,227,419,51.5,Childress,0.0,False,4018,4018
48077,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,746,307,182,439,41.15,Clay,100.0,True,4018,0
48079,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,780,382,235,398,48.97,Cochran,0.0,False,4018,4018
48081,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,660,352,181,308,53.33,Coke,0.3,False,4018,4006
48083,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,947,485,222,462,51.21,Coleman,0.0,False,4018,4018
48085,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,715,281,195,434,39.3,Collin,0.0,False,4018,4018
48087,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,598,247,186,351,41.3,Collingsworth,70.7,False,4018,1179
48089,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,670,327,150,343,48.81,Colorado,0.0,False,4018,4016
48091,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,846,467,209,379,55.2,Comal,7.8,False,4018,3705
48093,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,994,578,220,416,58.15,Comanche,3.9,False,4018,3861
48095,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,749,392,188,357,52.34,Concho,0.1,False,4018,4014
48097,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,599,220,159,379,36.73,Cooke,0.6,False,4018,3995
48099,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,927,473,224,454,51.02,Coryell,1.4,False,4018,3961
48101,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,827,461,223,366,55.74,Cottle,0.3,False,4018,4007
48103,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,854,503,237,351,58.9,Crane,2.8,False,4018,3906
48105,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,950,507,228,443,53.37,Crockett,0.5,False,4018,3999
48107,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,826,462,233,364,55.93,Crosby,0.0,False,4018,4018
48109,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,658,195,185,463,29.64,Culberson,0.0,False,4018,4018
48111,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,995,455,255,540,45.73,Dallam,62.4,False,4018,1512
48113,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,791,349,210,442,44.12,Dallas,0.0,False,4018,4018
48115,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,751,386,209,365,51.4,Dawson,65.2,False,4018,1400
48117,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,801,376,240,425,46.94,Deaf Smith,11.0,False,4018,3577
48119,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,842,328,200,514,38.95,Delta,100.0,True,4018,0
48121,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,867,384,213,483,44.29,Denton,0.0,False,4018,4018
48123,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,1196,752,233,444,62.88,DeWitt,1.4,False,4018,3960
48125,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,767,417,222,350,54.37,Dickens,0.0,False,4018,4018
48127,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,923,589,230,334,63.81,Dimmit,1.6,False,4018,3954
48129,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,726,334,224,392,46.01,Donley,76.8,False,4018,932
48131,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,919,590,219,329,64.2,Duval,0.7,False,4018,3988
48133,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,954,475,212,479,49.79,Eastland,100.0,True,4018,0
48135,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,755,407,221,348,53.91,Ector,0.3,False,4018,4004
48137,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,670,284,179,386,42.39,Edwards,13.8,False,4018,3463
48139,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,850,391,214,459,46.0,Ellis,0.3,False,4018,4005
48141,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,903,424,238,479,46.95,El Paso,0.0,False,4018,4018
48143,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,961,425,243,536,44.22,Erath,0.9,False,4018,3983
48145,REL_TX_P80_D2_W15,HYB_TX_P80_D2_A90_W15,TX-P80-D2,80,2,90.0,849,427,189,422,50.29,Falls,88.7,False,4018,453
