run_a,run_b,jaccard,n_axes_differing,axes_differing,single_axis,metric_a,metric_b,percentile_a,percentile_b,duration_a,duration_b,window_a,window_b
TMIN_P85_2D__month_pm7,TMAX_P90_3D__w05,0.2154,4,metric+percentile+duration+window,,TMIN,TMAX,85,90,2,3,month_pm7,w05
TMAX_P85_2D__w15,TMIN_P90_3D__month_pm7,0.216,4,metric+percentile+duration+window,,TMAX,TMIN,85,90,2,3,w15,month_pm7
TMIN_P85_2D__w05,TMAX_P90_3D__w15,0.2162,4,metric+percentile+duration+window,,TMIN,TMAX,85,90,2,3,w05,w15
TMIN_P95_2D__w05,TMAX_P85_3D__w15,0.2163,4,metric+percentile+duration+window,,TMIN,TMAX,95,85,2,3,w05,w15
TMIN_P95_2D__w05,TMAX_P90_3D__w15,0.2173,4,metric+percentile+duration+window,,TMIN,TMAX,95,90,2,3,w05,w15
TMIN_P95_2D__month,TMAX_P90_3D__month_pm7,0.2174,4,metric+percentile+duration+window,,TMIN,TMAX,95,90,2,3,month,month_pm7
TMAX_P85_2D__w05,TMIN_P90_3D__month,0.2191,4,metric+percentile+duration+window,,TMAX,TMIN,85,90,2,3,w05,month
TMAX_P85_2D__w15,TMIN_P90_3D__month,0.2222,4,metric+percentile+duration+window,,TMAX,TMIN,85,90,2,3,w15,month
TMIN_P95_2D__month,TMAX_P85_3D__month_pm7,0.2224,4,metric+percentile+duration+window,,TMIN,TMAX,95,85,2,3,month,month_pm7
MHI_P90_2D__month_pm7,TMAX_P95_3D__w05,0.2224,4,metric+percentile+duration+window,,MHI,TMAX,90,95,2,3,month_pm7,w05
MHI_P90_2D__month_pm7,TMAX_P95_3D__month,0.2242,4,metric+percentile+duration+window,,MHI,TMAX,90,95,2,3,month_pm7,month
TMIN_P85_2D__w15,TMAX_P90_3D__w05,0.2243,4,metric+percentile+duration+window,,TMIN,TMAX,85,90,2,3,w15,w05
TMIN_P85_2D__month_pm7,TMAX_P90_3D__month,0.2254,4,metric+percentile+duration+window,,TMIN,TMAX,85,90,2,3,month_pm7,month
TMAX_P90_2D__month_pm7,TMIN_P85_3D__w05,0.2276,4,metric+percentile+duration+window,,TMAX,TMIN,90,85,2,3,month_pm7,w05
TMAX_P90_2D__month_pm7,TMIN_P85_3D__w15,0.2288,4,metric+percentile+duration+window,,TMAX,TMIN,90,85,2,3,month_pm7,w15
TMAX_P85_2D__w05,TMIN_P90_3D__w15,0.23,4,metric+percentile+duration+window,,TMAX,TMIN,85,90,2,3,w05,w15
TMAX_P85_2D__month,TMIN_P90_3D__w15,0.2305,4,metric+percentile+duration+window,,TMAX,TMIN,85,90,2,3,month,w15
MHI_P90_2D__w15,TMAX_P95_3D__w05,0.2319,4,metric+percentile+duration+window,,MHI,TMAX,90,95,2,3,w15,w05
MHI_P90_2D__w05,TMIN_P95_3D__month_pm7,0.232,4,metric+percentile+duration+window,,MHI,TMIN,90,95,2,3,w05,month_pm7
TMAX_P85_2D__month_pm7,TMIN_P90_3D__w15,0.2323,4,metric+percentile+duration+window,,TMAX,TMIN,85,90,2,3,month_pm7,w15
TMAX_P90_2D__w15,TMIN_P85_3D__month_pm7,0.2327,4,metric+percentile+duration+window,,TMAX,TMIN,90,85,2,3,w15,month_pm7
TMAX_P90_2D__w05,TMIN_P85_3D__month_pm7,0.2331,4,metric+percentile+duration+window,,TMAX,TMIN,90,85,2,3,w05,month_pm7
TMAX_P95_2D__month_pm7,MHI_P90_3D__w05,0.2332,4,metric+percentile+duration+window,,TMAX,MHI,95,90,2,3,month_pm7,w05
TMAX_P85_2D__month,TMIN_P90_3D__w05,0.2337,4,metric+percentile+duration+window,,TMAX,TMIN,85,90,2,3,month,w05
TMAX_P90_2D__w15,TMIN_P85_3D__month,0.2345,4,metric+percentile+duration+window,,TMAX,TMIN,90,85,2,3,w15,month
TMAX_P90_2D__month,TMIN_P85_3D__w05,0.2348,4,metric+percentile+duration+window,,TMAX,TMIN,90,85,2,3,month,w05
TMAX_P85_2D__month_pm7,TMIN_P90_3D__w05,0.235,4,metric+percentile+duration+window,,TMAX,TMIN,85,90,2,3,month_pm7,w05
TMAX_P90_2D__w05,TMIN_P85_3D__month,0.2353,4,metric+percentile+duration+window,,TMAX,TMIN,90,85,2,3,w05,month
TMAX_P95_2D__month_pm7,MHI_P90_3D__w15,0.2356,4,metric+percentile+duration+window,,TMAX,MHI,95,90,2,3,month_pm7,w15
TMAX_P90_2D__month,TMIN_P85_3D__w15,0.2358,4,metric+percentile+duration+window,,TMAX,TMIN,90,85,2,3,month,w15
TMAX_P85_2D__w15,TMIN_P90_3D__w05,0.2376,4,metric+percentile+duration+window,,TMAX,TMIN,85,90,2,3,w15,w05
TMAX_P85_2D__month,TMIN_P90_3D__month_pm7,0.2411,4,metric+percentile+duration+window,,TMAX,TMIN,85,90,2,3,month,month_pm7
MHI_P90_2D__w15,TMIN_P95_3D__month_pm7,0.2435,4,metric+percentile+duration+window,,MHI,TMIN,90,95,2,3,w15,month_pm7
TMAX_P90_2D__w15,TMIN_P85_3D__w05,0.2455,4,metric+percentile+duration+window,,TMAX,TMIN,90,85,2,3,w15,w05
TMAX_P90_2D__month_pm7,TMIN_P85_3D__month,0.2467,4,metric+percentile+duration+window,,TMAX,TMIN,90,85,2,3,month_pm7,month
TMIN_P90_2D__month_pm7,TMAX_P85_3D__w05,0.2472,4,metric+percentile+duration+window,,TMIN,TMAX,90,85,2,3,month_pm7,w05
TMAX_P90_2D__w05,TMIN_P85_3D__w15,0.2474,4,metric+percentile+duration+window,,TMAX,TMIN,90,85,2,3,w05,w15
TMIN_P90_2D__month_pm7,TMAX_P85_3D__w15,0.2489,4,metric+percentile+duration+window,,TMIN,TMAX,90,85,2,3,month_pm7,w15
TMAX_P85_2D__month_pm7,TMIN_P90_3D__month,0.2492,4,metric+percentile+duration+window,,TMAX,TMIN,85,90,2,3,month_pm7,month
TMAX_P95_2D__month,MHI_P90_3D__w05,0.2494,4,metric+percentile+duration+window,,TMAX,MHI,95,90,2,3,month,w05
MHI_P90_2D__w05,TMIN_P95_3D__month,0.2495,4,metric+percentile+duration+window,,MHI,TMIN,90,95,2,3,w05,month
TMAX_P95_2D__month,MHI_P90_3D__w15,0.2497,4,metric+percentile+duration+window,,TMAX,MHI,95,90,2,3,month,w15
TMIN_P90_2D__month,TMAX_P85_3D__w05,0.251,4,metric+percentile+duration+window,,TMIN,TMAX,90,85,2,3,month,w05
TMIN_P90_2D__w05,TMAX_P85_3D__month_pm7,0.2518,4,metric+percentile+duration+window,,TMIN,TMAX,90,85,2,3,w05,month_pm7
TMIN_P90_2D__month,TMAX_P85_3D__w15,0.252,4,metric+percentile+duration+window,,TMIN,TMAX,90,85,2,3,month,w15
TMIN_P90_2D__w15,TMAX_P85_3D__month_pm7,0.2536,4,metric+percentile+duration+window,,TMIN,TMAX,90,85,2,3,w15,month_pm7
TMAX_P90_2D__month,TMIN_P85_3D__month_pm7,0.2538,4,metric+percentile+duration+window,,TMAX,TMIN,90,85,2,3,month,month_pm7
TMIN_P90_2D__w05,TMAX_P85_3D__month,0.2549,4,metric+percentile+duration+window,,TMIN,TMAX,90,85,2,3,w05,month
TMIN_P90_2D__w15,TMAX_P85_3D__month,0.2561,4,metric+percentile+duration+window,,TMIN,TMAX,90,85,2,3,w15,month
TMAX_P95_2D__w15,MHI_P90_3D__month,0.2606,4,metric+percentile+duration+window,,TMAX,MHI,95,90,2,3,w15,month
MHI_P90_2D__w15,TMIN_P95_3D__month,0.2606,4,metric+percentile+duration+window,,MHI,TMIN,90,95,2,3,w15,month
TMAX_P95_2D__w15,MHI_P90_3D__month_pm7,0.2612,4,metric+percentile+duration+window,,TMAX,MHI,95,90,2,3,w15,month_pm7
TMIN_P90_2D__w15,TMAX_P85_3D__w05,0.2641,4,metric+percentile+duration+window,,TMIN,TMAX,90,85,2,3,w15,w05
TMAX_P85_2D__w05,MHI_P90_3D__month_pm7,0.2645,4,metric+percentile+duration+window,,TMAX,MHI,85,90,2,3,w05,month_pm7
TMIN_P90_2D__w05,TMAX_P85_3D__w15,0.2649,4,metric+percentile+duration+window,,TMIN,TMAX,90,85,2,3,w05,w15
MHI_P90_2D__month,TMIN_P95_3D__w15,0.2649,4,metric+percentile+duration+window,,MHI,TMIN,90,95,2,3,month,w15
TMAX_P95_2D__w05,MHI_P90_3D__month_pm7,0.2664,4,metric+percentile+duration+window,,TMAX,MHI,95,90,2,3,w05,month_pm7
TMAX_P95_2D__month_pm7,MHI_P90_3D__month,0.2678,4,metric+percentile+duration+window,,TMAX,MHI,95,90,2,3,month_pm7,month
MHI_P90_2D__month,TMIN_P95_3D__month_pm7,0.2679,4,metric+percentile+duration+window,,MHI,TMIN,90,95,2,3,month,month_pm7
TMAX_P95_2D__w05,MHI_P90_3D__month,0.2684,4,metric+percentile+duration+window,,TMAX,MHI,95,90,2,3,w05,month
TMAX_P85_2D__w15,MHI_P90_3D__month_pm7,0.2699,4,metric+percentile+duration+window,,TMAX,MHI,85,90,2,3,w15,month_pm7
MHI_P90_2D__w05,TMIN_P95_3D__w15,0.2727,4,metric+percentile+duration+window,,MHI,TMIN,90,95,2,3,w05,w15
TMIN_P90_2D__month_pm7,TMAX_P85_3D__month,0.2741,4,metric+percentile+duration+window,,TMIN,TMAX,90,85,2,3,month_pm7,month
TMIN_P90_2D__month,TMAX_P85_3D__month_pm7,0.2742,4,metric+percentile+duration+window,,TMIN,TMAX,90,85,2,3,month,month_pm7
MHI_P90_2D__month,TMIN_P95_3D__w05,0.2768,4,metric+percentile+duration+window,,MHI,TMIN,90,95,2,3,month,w05
MHI_P90_2D__month_pm7,TMIN_P95_3D__w15,0.2784,4,metric+percentile+duration+window,,MHI,TMIN,90,95,2,3,month_pm7,w15
TMAX_P85_2D__w05,MHI_P90_3D__month,0.2846,4,metric+percentile+duration+window,,TMAX,MHI,85,90,2,3,w05,month
TMAX_P95_2D__w15,MHI_P90_3D__w05,0.2865,4,metric+percentile+duration+window,,TMAX,MHI,95,90,2,3,w15,w05
MHI_P90_2D__month_pm7,TMIN_P95_3D__w05,0.2882,4,metric+percentile+duration+window,,MHI,TMIN,90,95,2,3,month_pm7,w05
TMAX_P85_2D__w15,MHI_P90_3D__month,0.2897,4,metric+percentile+duration+window,,TMAX,MHI,85,90,2,3,w15,month
TMAX_P95_2D__month,MHI_P90_3D__month_pm7,0.2906,4,metric+percentile+duration+window,,TMAX,MHI,95,90,2,3,month,month_pm7
TMAX_P85_2D__month,MHI_P90_3D__w15,0.2928,4,metric+percentile+duration+window,,TMAX,MHI,85,90,2,3,month,w15
TMAX_P85_2D__month_pm7,MHI_P90_3D__w15,0.2957,4,metric+percentile+duration+window,,TMAX,MHI,85,90,2,3,month_pm7,w15
TMAX_P95_2D__w05,MHI_P90_3D__w15,0.2976,4,metric+percentile+duration+window,,TMAX,MHI,95,90,2,3,w05,w15
MHI_P90_2D__w15,TMIN_P95_3D__w05,0.3005,4,metric+percentile+duration+window,,MHI,TMIN,90,95,2,3,w15,w05
TMAX_P85_2D__month,MHI_P90_3D__w05,0.3017,4,metric+percentile+duration+window,,TMAX,MHI,85,90,2,3,month,w05
TMAX_P85_2D__month_pm7,MHI_P90_3D__w05,0.3038,4,metric+percentile+duration+window,,TMAX,MHI,85,90,2,3,month_pm7,w05
TMIN_P85_2D__w05,MHI_P90_3D__month_pm7,0.3074,4,metric+percentile+duration+window,,TMIN,MHI,85,90,2,3,w05,month_pm7
TMAX_P85_2D__month,MHI_P90_3D__month_pm7,0.3075,4,metric+percentile+duration+window,,TMAX,MHI,85,90,2,3,month,month_pm7
TMAX_P85_2D__w05,MHI_P90_3D__w15,0.3085,4,metric+percentile+duration+window,,TMAX,MHI,85,90,2,3,w05,w15
MHI_P90_2D__month_pm7,TMIN_P95_3D__month,0.3092,4,metric+percentile+duration+window,,MHI,TMIN,90,95,2,3,month_pm7,month
TMIN_P85_2D__w15,MHI_P90_3D__month_pm7,0.3173,4,metric+percentile+duration+window,,TMIN,MHI,85,90,2,3,w15,month_pm7
TMAX_P85_2D__w15,MHI_P90_3D__w05,0.3246,4,metric+percentile+duration+window,,TMAX,MHI,85,90,2,3,w15,w05
MHI_P90_2D__month_pm7,TMAX_P85_3D__w05,0.328,4,metric+percentile+duration+window,,MHI,TMAX,90,85,2,3,month_pm7,w05
TMIN_P85_2D__w05,MHI_P90_3D__month,0.3306,4,metric+percentile+duration+window,,TMIN,MHI,85,90,2,3,w05,month
TMIN_P95_2D__month_pm7,MHI_P90_3D__w05,0.3312,4,metric+percentile+duration+window,,TMIN,MHI,95,90,2,3,month_pm7,w05
MHI_P90_2D__month_pm7,TMAX_P85_3D__w15,0.3315,4,metric+percentile+duration+window,,MHI,TMAX,90,85,2,3,month_pm7,w15
TMIN_P85_2D__month,MHI_P90_3D__w15,0.3335,4,metric+percentile+duration+window,,TMIN,MHI,85,90,2,3,month,w15
MHI_P90_2D__w15,TMAX_P85_3D__month_pm7,0.3374,4,metric+percentile+duration+window,,MHI,TMAX,90,85,2,3,w15,month_pm7
TMAX_P85_2D__month_pm7,MHI_P90_3D__month,0.3375,4,metric+percentile+duration+window,,TMAX,MHI,85,90,2,3,month_pm7,month
TMIN_P85_2D__month_pm7,MHI_P90_3D__w15,0.3381,4,metric+percentile+duration+window,,TMIN,MHI,85,90,2,3,month_pm7,w15
MHI_P90_2D__w05,TMAX_P85_3D__month_pm7,0.3381,4,metric+percentile+duration+window,,MHI,TMAX,90,85,2,3,w05,month_pm7
TMIN_P85_2D__month,MHI_P90_3D__month_pm7,0.3399,4,metric+percentile+duration+window,,TMIN,MHI,85,90,2,3,month,month_pm7
MHI_P90_2D__month,TMAX_P85_3D__w05,0.3399,4,metric+percentile+duration+window,,MHI,TMAX,90,85,2,3,month,w05
TMIN_P85_2D__w15,MHI_P90_3D__month,0.3402,4,metric+percentile+duration+window,,TMIN,MHI,85,90,2,3,w15,month
MHI_P90_2D__w15,TMAX_P85_3D__month,0.3415,4,metric+percentile+duration+window,,MHI,TMAX,90,85,2,3,w15,month
TMIN_P85_2D__month,MHI_P90_3D__w05,0.3422,4,metric+percentile+duration+window,,TMIN,MHI,85,90,2,3,month,w05
TMIN_P95_2D__month_pm7,MHI_P90_3D__w15,0.3422,4,metric+percentile+duration+window,,TMIN,MHI,95,90,2,3,month_pm7,w15
MHI_P90_2D__month,TMAX_P85_3D__w15,0.3422,4,metric+percentile+duration+window,,MHI,TMAX,90,85,2,3,month,w15
MHI_P90_2D__w05,TMAX_P85_3D__month,0.3433,4,metric+percentile+duration+window,,MHI,TMAX,90,85,2,3,w05,month
TMIN_P95_2D__month,MHI_P90_3D__w05,0.3459,4,metric+percentile+duration+window,,TMIN,MHI,95,90,2,3,month,w05
TMIN_P85_2D__month_pm7,MHI_P90_3D__w05,0.346,4,metric+percentile+duration+window,,TMIN,MHI,85,90,2,3,month_pm7,w05
TMIN_P85_2D__w05,MHI_P90_3D__w15,0.3507,4,metric+percentile+duration+window,,TMIN,MHI,85,90,2,3,w05,w15
TMIN_P95_2D__month,MHI_P90_3D__w15,0.3553,4,metric+percentile+duration+window,,TMIN,MHI,95,90,2,3,month,w15
TMIN_P95_2D__w05,MHI_P90_3D__month,0.3561,4,metric+percentile+duration+window,,TMIN,MHI,95,90,2,3,w05,month
TMIN_P95_2D__w05,MHI_P90_3D__month_pm7,0.3566,4,metric+percentile+duration+window,,TMIN,MHI,95,90,2,3,w05,month_pm7
TMIN_P95_2D__w15,MHI_P90_3D__month,0.3589,4,metric+percentile+duration+window,,TMIN,MHI,95,90,2,3,w15,month
TMIN_P95_2D__w15,MHI_P90_3D__month_pm7,0.3637,4,metric+percentile+duration+window,,TMIN,MHI,95,90,2,3,w15,month_pm7
TMIN_P85_2D__w15,MHI_P90_3D__w05,0.3717,4,metric+percentile+duration+window,,TMIN,MHI,85,90,2,3,w15,w05
MHI_P90_2D__w15,TMAX_P85_3D__w05,0.3752,4,metric+percentile+duration+window,,MHI,TMAX,90,85,2,3,w15,w05
MHI_P90_2D__month_pm7,TMAX_P85_3D__month,0.3774,4,metric+percentile+duration+window,,MHI,TMAX,90,85,2,3,month_pm7,month
MHI_P90_2D__w05,TMAX_P85_3D__w15,0.3787,4,metric+percentile+duration+window,,MHI,TMAX,90,85,2,3,w05,w15
TMIN_P85_2D__month_pm7,MHI_P90_3D__month,0.3791,4,metric+percentile+duration+window,,TMIN,MHI,85,90,2,3,month_pm7,month
MHI_P90_2D__month,TMAX_P85_3D__month_pm7,0.3854,4,metric+percentile+duration+window,,MHI,TMAX,90,85,2,3,month,month_pm7
TMIN_P95_2D__month_pm7,MHI_P90_3D__month,0.387,4,metric+percentile+duration+window,,TMIN,MHI,95,90,2,3,month_pm7,month
TMIN_P95_2D__w15,MHI_P90_3D__w05,0.3889,4,metric+percentile+duration+window,,TMIN,MHI,95,90,2,3,w15,w05
MHI_P90_2D__month_pm7,TMIN_P85_3D__w05,0.3901,4,metric+percentile+duration+window,,MHI,TMIN,90,85,2,3,month_pm7,w05
MHI_P90_2D__month_pm7,TMIN_P85_3D__w15,0.3976,4,metric+percentile+duration+window,,MHI,TMIN,90,85,2,3,month_pm7,w15
TMIN_P95_2D__w05,MHI_P90_3D__w15,0.3978,4,metric+percentile+duration+window,,TMIN,MHI,95,90,2,3,w05,w15
MHI_P90_2D__w05,TMIN_P85_3D__month_pm7,0.4017,4,metric+percentile+duration+window,,MHI,TMIN,90,85,2,3,w05,month_pm7
MHI_P90_2D__month,TMIN_P85_3D__w05,0.4043,4,metric+percentile+duration+window,,MHI,TMIN,90,85,2,3,month,w05
MHI_P90_2D__w05,TMIN_P85_3D__month,0.4051,4,metric+percentile+duration+window,,MHI,TMIN,90,85,2,3,w05,month
MHI_P90_2D__w15,TMIN_P85_3D__month_pm7,0.4051,4,metric+percentile+duration+window,,MHI,TMIN,90,85,2,3,w15,month_pm7
MHI_P90_2D__w15,TMIN_P85_3D__month,0.4071,4,metric+percentile+duration+window,,MHI,TMIN,90,85,2,3,w15,month
MHI_P90_2D__month,TMIN_P85_3D__w15,0.4106,4,metric+percentile+duration+window,,MHI,TMIN,90,85,2,3,month,w15
TMIN_P95_2D__month,MHI_P90_3D__month_pm7,0.4125,4,metric+percentile+duration+window,,TMIN,MHI,95,90,2,3,month,month_pm7
MHI_P90_2D__month_pm7,TMIN_P85_3D__month,0.4392,4,metric+percentile+duration+window,,MHI,TMIN,90,85,2,3,month_pm7,month
MHI_P90_2D__w15,TMIN_P85_3D__w05,0.4427,4,metric+percentile+duration+window,,MHI,TMIN,90,85,2,3,w15,w05
MHI_P90_2D__w05,TMIN_P85_3D__w15,0.4475,4,metric+percentile+duration+window,,MHI,TMIN,90,85,2,3,w05,w15
MHI_P90_2D__month,TMIN_P85_3D__month_pm7,0.4565,4,metric+percentile+duration+window,,MHI,TMIN,90,85,2,3,month,month_pm7
