county_fips,year,classified_dates,events_started
48259,2024,32,5
48259,2025,17,4
48261,2016,20,5
48261,2017,15,3
48261,2018,20,3
48261,2019,24,4
48261,2020,10,2
48261,2021,18,2
48261,2022,28,5
48261,2023,90,6
48261,2024,28,4
48261,2025,30,8
48263,2015,12,3
48263,2016,12,3
48263,2017,18,3
48263,2018,27,6
48263,2019,34,7
48263,2020,28,5
48263,2021,4,1
48263,2022,53,9
48263,2023,53,10
48263,2024,33,6
48263,2025,6,2
48265,2015,13,3
48265,2016,4,1
48265,2017,9,1
48265,2018,19,3
48265,2019,18,2
48265,2020,13,3
48265,2021,5,1
48265,2022,37,6
48265,2023,80,7
48265,2024,17,3
48265,2025,4,1
48267,2015,13,2
48267,2016,22,4
48267,2017,12,2
48267,2018,30,6
48267,2019,32,6
48267,2020,21,4
48267,2021,7,2
48267,2022,34,4
48267,2023,79,7
48267,2024,13,2
48269,2015,12,3
48269,2017,7,2
48269,2018,12,3
48269,2019,14,3
48269,2020,19,4
48269,2021,3,1
48269,2022,33,7
48269,2023,36,7
48269,2024,29,4
48269,2025,6,2
48271,2016,3,1
48271,2017,9,2
48271,2018,14,2
48271,2019,9,2
48271,2020,8,2
48271,2022,23,5
48271,2023,74,8
48271,2024,14,2
48273,2015,4,1
48273,2016,14,3
48273,2017,18,5
48273,2018,17,3
48273,2019,30,6
48273,2020,12,3
48273,2021,7,2
48273,2022,36,6
48273,2023,105,5
48273,2024,21,2
48273,2025,7,2
48275,2015,8,2
48275,2016,3,1
48275,2017,7,2
48275,2018,18,5
48275,2019,14,4
48275,2020,11,2
48275,2022,51,9
48275,2023,42,7
48275,2024,31,4
48275,2025,3,1
48277,2015,9,2
48277,2016,4,1
48277,2018,12,2
48277,2020,3,1
48277,2022,40,8
48277,2023,16,4
48277,2024,20,5
48279,2015,3,1
48279,2016,8,2
48279,2017,13,2
48279,2018,11,3
48279,2019,18,5
48279,2020,23,4
48279,2021,7,2
48279,2022,18,3
48279,2023,43,9
48279,2024,31,7
48279,2025,5,1
48281,2015,7,1
48281,2016,3,1
48281,2017,6,2
48281,2018,30,7
48281,2019,22,5
48281,2020,14,3
48281,2021,4,1
48281,2022,45,7
48281,2023,80,10
48281,2024,13,3
48281,2025,4,1
48283,2015,13,2
48283,2016,22,4
48283,2017,14,3
48283,2018,9,3
48283,2019,51,8
48283,2020,25,5
48283,2021,17,2
48283,2022,62,6
48283,2023,85,5
48283,2024,26,6
48283,2025,12,3
48285,2015,14,2
48285,2016,5,1
48285,2017,13,4
48285,2018,29,4
48285,2019,42,8
48285,2020,21,5
48285,2021,9,2
48285,2022,60,8
48285,2023,100,6
48285,2024,18,4
48285,2025,10,3
48287,2015,5,1
48287,2016,3,1
48287,2018,16,4
48287,2019,49,6
