state,run_a,run_b,definition_a,definition_b,window_a,window_b,n_axes_differing,axes_differing,single_axis,heatwave_days_a_QA_pooled,heatwave_days_b_QA_pooled,county_dates_shared,county_dates_a_only,county_dates_b_only,jaccard_day_level,dice_day_level,pct_of_a_also_in_b,pct_of_b_also_in_a,count_ratio_b_over_a,county_rank_spearman
TX,TMIN_P90_2D__month_pm7,MHI_P90_2D__w05,TMIN_P90_2D,MHI_P90_2D,month_pm7,w05,2,metric+window,,115028,116802,70111,44917,46691,0.4335,0.6048,60.95,60.03,1.0154,0.7777
TX,TMIN_P90_2D__month,MHI_P90_3D__month,TMIN_P90_2D,MHI_P90_3D,month,month,2,duration+metric,,122363,79886,61290,61073,18596,0.4348,0.6061,50.09,76.72,0.6529,0.8065
TX,TMIN_P90_3D__w05,TMIN_P95_3D__month,TMIN_P90_3D,TMIN_P95_3D,w05,month,2,percentile+window,,95876,43309,42188,53688,1121,0.4349,0.6062,44.0,97.41,0.4517,0.9539
TX,MHI_P90_2D__month_pm7,TMIN_P90_3D__month_pm7,MHI_P90_2D,TMIN_P90_3D,month_pm7,month_pm7,2,duration+metric,,99482,87272,56639,42843,30633,0.4353,0.6066,56.93,64.9,0.8773,0.7588
TX,TMIN_P90_2D__w05,TMIN_P95_2D__month_pm7,TMIN_P90_2D,TMIN_P95_2D,w05,month_pm7,2,percentile+window,,127906,56590,56030,71876,560,0.4361,0.6074,43.81,99.01,0.4424,0.9511
TX,MHI_P95_2D__w15,MHI_P90_2D__month,MHI_P95_2D,MHI_P90_2D,w15,month,2,percentile+window,,52786,110334,49617,3169,60717,0.4371,0.6083,94.0,44.97,2.0902,0.9729
TX,MHI_P90_2D__month,TMIN_P90_3D__month,MHI_P90_2D,TMIN_P90_3D,month,month,2,duration+metric,,110334,93161,62146,48188,31015,0.4397,0.6108,56.33,66.71,0.8444,0.7766
TX,TMIN_P90_2D__w05,MHI_P90_2D__month,TMIN_P90_2D,MHI_P90_2D,w05,month,2,metric+window,,127906,110334,72847,55059,37487,0.4404,0.6115,56.95,66.02,0.8626,0.7987
TX,TMAX_P90_2D__w15,TMAX_P95_2D__month_pm7,TMAX_P90_2D,TMAX_P95_2D,w15,month_pm7,2,percentile+window,,108359,48059,47829,60530,230,0.4405,0.6116,44.14,99.52,0.4435,0.9504
TX,TMIN_P90_2D__month,MHI_P90_2D__w05,TMIN_P90_2D,MHI_P90_2D,month,w05,2,metric+window,,122363,116802,73146,49217,43656,0.4406,0.6117,59.78,62.62,0.9546,0.806
TX,TMIN_P90_3D__month,TMIN_P95_3D__w15,TMIN_P90_3D,TMIN_P95_3D,month,w15,2,percentile+window,,93161,42638,41557,51604,1081,0.441,0.612,44.61,97.46,0.4577,0.9463
TX,TMIN_P90_2D__w15,MHI_P90_2D__month_pm7,TMIN_P90_2D,MHI_P90_2D,w15,month_pm7,2,metric+window,,121777,99482,67779,53998,31703,0.4416,0.6127,55.66,68.13,0.8169,0.7888
TX,TMIN_P90_2D__month_pm7,MHI_P90_2D__w15,TMIN_P90_2D,MHI_P90_2D,month_pm7,w15,2,metric+window,,115028,110243,69033,45995,41210,0.4418,0.6129,60.01,62.62,0.9584,0.7738
TX,TMIN_P90_3D__w05,TMIN_P95_3D__w15,TMIN_P90_3D,TMIN_P95_3D,w05,w15,2,percentile+window,,95876,42638,42638,53238,0,0.4447,0.6156,44.47,100.0,0.4447,0.9484
TX,MHI_P85_2D__month_pm7,MHI_P90_3D__month_pm7,MHI_P85_2D,MHI_P90_3D,month_pm7,month_pm7,2,duration+percentile,,159534,71012,71012,88522,0,0.4451,0.616,44.51,100.0,0.4451,0.9737
TX,TMAX_P90_3D__month,TMAX_P95_3D__w15,TMAX_P90_3D,TMAX_P95_3D,month,w15,2,percentile+window,,80451,38876,36798,43653,2078,0.4459,0.6168,45.74,94.65,0.4832,0.9609
TX,MHI_P85_2D__w05,TMAX_P85_2D__w15,MHI_P85_2D,TMAX_P85_2D,w05,w15,2,metric+window,,177271,161004,104468,72803,56536,0.4468,0.6177,58.93,64.89,0.9082,0.707
TX,TMIN_P90_2D__month,MHI_P90_2D__w15,TMIN_P90_2D,MHI_P90_2D,month,w15,2,metric+window,,122363,110243,71890,50473,38353,0.4473,0.6181,58.75,65.21,0.901,0.8016
TX,TMIN_P90_2D__w15,MHI_P90_2D__month,TMIN_P90_2D,MHI_P90_2D,w15,month,2,metric+window,,121777,110334,71885,49892,38449,0.4486,0.6194,59.03,65.15,0.906,0.7946
TX,MHI_P85_2D__w15,TMAX_P85_2D__w05,MHI_P85_2D,TMAX_P85_2D,w15,w05,2,metric+window,,170894,166682,104655,66239,62027,0.4493,0.62,61.24,62.79,0.9754,0.7179
TX,TMAX_P90_2D__month,TMAX_P95_2D__month_pm7,TMAX_P90_2D,TMAX_P95_2D,month,month_pm7,2,percentile+window,,106769,48059,48059,58710,0,0.4501,0.6208,45.01,100.0,0.4501,0.9474
TX,MHI_P95_2D__w15,MHI_P90_2D__w05,MHI_P95_2D,MHI_P90_2D,w15,w05,2,percentile+window,,52786,116802,52786,0,64016,0.4519,0.6225,100.0,45.19,2.2127,0.9689
TX,TMAX_P90_3D__w05,TMAX_P95_3D__w15,TMAX_P90_3D,TMAX_P95_3D,w05,w15,2,percentile+window,,85949,38876,38876,47073,0,0.4523,0.6229,45.23,100.0,0.4523,0.953
TX,MHI_P95_2D__month,MHI_P90_2D__w15,MHI_P95_2D,MHI_P90_2D,month,w15,2,percentile+window,,53273,110243,51038,2235,59205,0.4538,0.6243,95.8,46.3,2.0694,0.9724
TX,TMAX_P90_3D__w15,TMAX_P95_3D__month,TMAX_P90_3D,TMAX_P95_3D,w15,month,2,percentile+window,,80755,38426,37203,43552,1223,0.4538,0.6243,46.07,96.82,0.4758,0.9564
TX,TMIN_P90_3D__w15,MHI_P90_3D__w05,TMIN_P90_3D,MHI_P90_3D,w15,w05,2,metric+window,,91133,82824,54384,36749,28440,0.4548,0.6253,59.68,65.66,0.9088,0.8126
TX,MHI_P85_2D__w15,MHI_P90_3D__w15,MHI_P85_2D,MHI_P90_3D,w15,w15,2,duration+percentile,,170894,77785,77785,93109,0,0.4552,0.6256,45.52,100.0,0.4552,0.9712
TX,TMIN_P90_3D__w05,MHI_P90_3D__w15,TMIN_P90_3D,MHI_P90_3D,w05,w15,2,metric+window,,95876,77785,54357,41519,23428,0.4556,0.626,56.7,69.88,0.8113,0.8186
TX,MHI_P85_2D__month,TMAX_P85_2D__month_pm7,MHI_P85_2D,TMAX_P85_2D,month,month_pm7,2,metric+window,,171115,148222,99963,71152,48259,0.4557,0.6261,58.42,67.44,0.8662,0.7425
TX,TMIN_P85_2D__month_pm7,MHI_P90_2D__month_pm7,TMIN_P85_2D,MHI_P90_2D,month_pm7,month_pm7,2,metric+percentile,,174134,99482,85737,88397,13745,0.4563,0.6267,49.24,86.18,0.5713,0.7602
TX,TMIN_P90_3D__month_pm7,TMIN_P95_3D__w15,TMIN_P90_3D,TMIN_P95_3D,month_pm7,w15,2,percentile+window,,87272,42638,40747,46525,1891,0.457,0.6273,46.69,95.56,0.4886,0.9523
TX,MHI_P95_2D__w15,MHI_P90_2D__month_pm7,MHI_P95_2D,MHI_P90_2D,w15,month_pm7,2,percentile+window,,52786,99482,47954,4832,51528,0.4597,0.6299,90.85,48.2,1.8846,0.9662
TX,MHI_P85_2D__month_pm7,TMAX_P85_2D__month,MHI_P85_2D,TMAX_P85_2D,month_pm7,month,2,metric+window,,159534,158349,100158,59376,58191,0.46,0.6302,62.78,63.25,0.9926,0.7539
TX,TMIN_P95_2D__w05,TMIN_P95_3D__month_pm7,TMIN_P95_2D,TMIN_P95_3D,w05,month_pm7,2,duration+window,,67525,39412,33748,33777,5664,0.4611,0.6312,49.98,85.63,0.5837,0.9638
TX,TMAX_P90_2D__w05,TMAX_P95_2D__month,TMAX_P90_2D,TMAX_P95_2D,w05,month,2,percentile+window,,114603,55270,53639,60964,1631,0.4615,0.6315,46.8,97.05,0.4823,0.966
TX,TMIN_P90_3D__month,MHI_P90_3D__month_pm7,TMIN_P90_3D,MHI_P90_3D,month,month_pm7,2,metric+window,,93161,71012,51868,41293,19144,0.4618,0.6319,55.68,73.04,0.7623,0.7899
TX,TMIN_P90_3D__w15,TMIN_P95_3D__month,TMIN_P90_3D,TMIN_P95_3D,w15,month,2,percentile+window,,91133,43309,42487,48646,822,0.462,0.632,46.62,98.1,0.4752,0.9629
TX,MHI_P95_2D__w05,MHI_P90_2D__month,MHI_P95_2D,MHI_P90_2D,w05,month,2,percentile+window,,58890,110334,53500,5390,56834,0.4623,0.6323,90.85,48.49,1.8736,0.9746
TX,TMAX_P95_2D__w05,TMAX_P95_3D__month,TMAX_P95_2D,TMAX_P95_3D,w05,month,2,duration+window,,62917,38426,32042,30875,6384,0.4624,0.6323,50.93,83.39,0.6107,0.9344
TX,TMIN_P90_2D__month,TMIN_P95_2D__month_pm7,TMIN_P90_2D,TMIN_P95_2D,month,month_pm7,2,percentile+window,,122363,56590,56590,65773,0,0.4625,0.6325,46.25,100.0,0.4625,0.9532
TX,TMIN_P90_2D__w15,TMIN_P95_2D__month_pm7,TMIN_P90_2D,TMIN_P95_2D,w15,month_pm7,2,percentile+window,,121777,56590,56429,65348,161,0.4628,0.6327,46.34,99.72,0.4647,0.9566
TX,TMIN_P90_3D__month,TMIN_P95_3D__w05,TMIN_P90_3D,TMIN_P95_3D,month,w05,2,percentile+window,,93161,47099,44534,48627,2565,0.4652,0.635,47.8,94.55,0.5056,0.9501
TX,TMIN_P90_3D__month_pm7,MHI_P90_3D__month,TMIN_P90_3D,MHI_P90_3D,month_pm7,month,2,metric+window,,87272,79886,53124,34148,26762,0.4659,0.6356,60.87,66.5,0.9154,0.7747
TX,MHI_P85_2D__month,MHI_P90_3D__month,MHI_P85_2D,MHI_P90_3D,month,month,2,duration+percentile,,171115,79886,79886,91229,0,0.4669,0.6365,46.69,100.0,0.4669,0.9713
TX,MHI_P85_2D__w05,MHI_P90_3D__w05,MHI_P85_2D,MHI_P90_3D,w05,w05,2,duration+percentile,,177271,82824,82824,94447,0,0.4672,0.6369,46.72,100.0,0.4672,0.9713
TX,TMIN_P90_2D__w05,TMIN_P95_2D__month,TMIN_P90_2D,TMIN_P95_2D,w05,month,2,percentile+window,,127906,61903,60571,67335,1332,0.4687,0.6382,47.36,97.85,0.484,0.9652
TX,TMAX_P95_2D__w15,TMAX_P95_3D__month_pm7,TMAX_P95_2D,TMAX_P95_3D,w15,month_pm7,2,duration+window,,56576,32851,28574,28002,4277,0.4696,0.639,50.51,86.98,0.5807,0.93
TX,MHI_P90_2D__w05,MHI_P90_3D__month_pm7,MHI_P90_2D,MHI_P90_3D,w05,month_pm7,2,duration+window,,116802,71012,60113,56689,10899,0.4707,0.6401,51.47,84.65,0.608,0.9629
TX,TMIN_P85_2D__w15,MHI_P90_2D__w15,TMIN_P85_2D,MHI_P90_2D,w15,w15,2,metric+percentile,,181444,110243,93412,88032,16831,0.4711,0.6405,51.48,84.73,0.6076,0.7804
TX,TMAX_P90_3D__month,TMAX_P95_3D__w05,TMAX_P90_3D,TMAX_P95_3D,month,w05,2,percentile+window,,80451,43977,40019,40432,3958,0.4741,0.6432,49.74,91.0,0.5466,0.9682
TX,TMAX_P90_3D__month_pm7,TMAX_P95_3D__w15,TMAX_P90_3D,TMAX_P95_3D,month_pm7,w15,2,percentile+window,,72426,38876,35804,36622,3072,0.4742,0.6434,49.44,92.1,0.5368,0.9641
TX,TMIN_P85_2D__month,MHI_P90_2D__month,TMIN_P85_2D,MHI_P90_2D,month,month,2,metric+percentile,,182251,110334,94431,87820,15903,0.4766,0.6455,51.81,85.59,0.6054,0.7693
TX,TMIN_P85_2D__w05,MHI_P90_2D__w05,TMIN_P85_2D,MHI_P90_2D,w05,w05,2,metric+percentile,,187198,116802,98135,89063,18667,0.4767,0.6456,52.42,84.02,0.6239,0.7954
TX,TMIN_P90_3D__month_pm7,TMIN_P95_3D__w05,TMIN_P90_3D,TMIN_P95_3D,month_pm7,w05,2,percentile+window,,87272,47099,43596,43676,3503,0.4803,0.6489,49.95,92.56,0.5397,0.9537
TX,TMIN_P90_2D__w05,TMIN_P95_2D__w15,TMIN_P90_2D,TMIN_P95_2D,w05,w15,2,percentile+window,,127906,61496,61496,66410,0,0.4808,0.6494,48.08,100.0,0.4808,0.9602
TX,MHI_P95_2D__w05,MHI_P90_2D__month_pm7,MHI_P95_2D,MHI_P90_2D,w05,month_pm7,2,percentile+window,,58890,99482,51428,7462,48054,0.4809,0.6495,87.33,51.7,1.6893,0.9659
TX,MHI_P85_2D__w15,TMIN_P85_3D__w15,MHI_P85_2D,TMIN_P85_3D,w15,w15,2,duration+metric,,170894,143020,102155,68739,40865,0.4824,0.6508,59.78,71.43,0.8369,0.7935
TX,TMIN_P95_2D__w05,TMIN_P95_3D__month,TMIN_P95_2D,TMIN_P95_3D,w05,month,2,duration+window,,67525,43309,36102,31423,7207,0.4831,0.6515,53.46,83.36,0.6414,0.9686
TX,TMIN_P90_2D__month,TMIN_P95_2D__w15,TMIN_P90_2D,TMIN_P95_2D,month,w15,2,percentile+window,,122363,61496,59971,62392,1525,0.4841,0.6524,49.01,97.52,0.5026,0.9574
TX,MHI_P85_2D__w05,TMIN_P85_3D__w05,MHI_P85_2D,TMIN_P85_3D,w05,w05,2,duration+metric,,177271,148116,106177,71094,41939,0.4844,0.6526,59.9,71.69,0.8355,0.8007
TX,MHI_P85_2D__w15,TMIN_P90_2D__w15,MHI_P85_2D,TMIN_P90_2D,w15,w15,2,metric+percentile,,170894,121777,95916,74978,25861,0.4875,0.6555,56.13,78.76,0.7126,0.8246
TX,MHI_P95_2D__month_pm7,MHI_P90_3D__month_pm7,MHI_P95_2D,MHI_P90_3D,month_pm7,month_pm7,2,duration+percentile,,45107,71012,38095,7012,32917,0.4882,0.6561,84.45,53.65,1.5743,0.9544
TX,TMAX_P85_2D__month_pm7,TMAX_P90_3D__month_pm7,TMAX_P85_2D,TMAX_P90_3D,month_pm7,month_pm7,2,duration+percentile,,148222,72426,72426,75796,0,0.4886,0.6565,48.86,100.0,0.4886,0.9283
TX,TMAX_P90_2D__w15,TMAX_P95_2D__month,TMAX_P90_2D,TMAX_P95_2D,w15,month,2,percentile+window,,108359,55270,53768,54591,1502,0.4894,0.6572,49.62,97.28,0.5101,0.9692
TX,MHI_P85_2D__month_pm7,TMIN_P85_3D__month_pm7,MHI_P85_2D,TMIN_P85_3D,month_pm7,month_pm7,2,duration+metric,,159534,138124,97846,61688,40278,0.4897,0.6574,61.33,70.84,0.8658,0.7654
TX,MHI_P85_2D__w05,TMIN_P85_2D__month_pm7,MHI_P85_2D,TMIN_P85_2D,w05,month_pm7,2,metric+window,,177271,174134,115583,61688,58551,0.4901,0.6578,65.2,66.38,0.9823,0.7971
TX,MHI_P85_2D__month_pm7,TMIN_P85_2D__w05,MHI_P85_2D,TMIN_P85_2D,month_pm7,w05,2,metric+window,,159534,187198,114052,45482,73146,0.4902,0.6579,71.49,60.93,1.1734,0.8
TX,TMAX_P90_2D__month,TMAX_P95_2D__w15,TMAX_P90_2D,TMAX_P95_2D,month,w15,2,percentile+window,,106769,56576,53763,53006,2813,0.4906,0.6583,50.35,95.03,0.5299,0.9701
TX,MHI_P85_2D__w05,TMIN_P90_2D__w05,MHI_P85_2D,TMIN_P90_2D,w05,w05,2,metric+percentile,,177271,127906,100515,76756,27391,0.4911,0.6587,56.7,78.59,0.7215,0.8312
TX,TMIN_P90_2D__w15,MHI_P90_2D__w05,TMIN_P90_2D,MHI_P90_2D,w15,w05,2,metric+window,,121777,116802,78671,43106,38131,0.492,0.6595,64.6,67.35,0.9591,0.8075
TX,MHI_P85_2D__month_pm7,TMIN_P90_2D__month_pm7,MHI_P85_2D,TMIN_P90_2D,month_pm7,month_pm7,2,metric+percentile,,159534,115028,90602,68932,24426,0.4925,0.66,56.79,78.77,0.721,0.8039
TX,MHI_P90_2D__w05,MHI_P90_3D__month,MHI_P90_2D,MHI_P90_3D,w05,month,2,duration+window,,116802,79886,64951,51851,14935,0.493,0.6604,55.61,81.3,0.6839,0.9749
TX,MHI_P85_2D__month,TMIN_P85_3D__month,MHI_P85_2D,TMIN_P85_3D,month,month,2,duration+metric,,171115,145237,104537,66578,40700,0.4935,0.6609,61.09,71.98,0.8488,0.7802
TX,TMIN_P90_2D__w05,MHI_P90_2D__w15,TMIN_P90_2D,MHI_P90_2D,w05,w15,2,metric+window,,127906,110243,78697,49209,31546,0.4935,0.6609,61.53,71.39,0.8619,0.8087
TX,TMAX_P90_2D__w05,TMAX_P95_2D__w15,TMAX_P90_2D,TMAX_P95_2D,w05,w15,2,percentile+window,,114603,56576,56576,58027,0,0.4937,0.661,49.37,100.0,0.4937,0.972
TX,MHI_P85_2D__month,TMIN_P90_2D__month,MHI_P85_2D,TMIN_P90_2D,month,month,2,metric+percentile,,171115,122363,97191,73924,25172,0.4951,0.6623,56.8,79.43,0.7151,0.8204
TX,MHI_P90_2D__w15,MHI_P90_3D__month_pm7,MHI_P90_2D,MHI_P90_3D,w15,month_pm7,2,duration+window,,110243,71012,60045,50198,10967,0.4954,0.6625,54.47,84.56,0.6441,0.9621
TX,TMAX_P95_2D__month_pm7,TMAX_P95_3D__w05,TMAX_P95_2D,TMAX_P95_3D,month_pm7,w05,2,duration+window,,48059,43977,30499,17560,13478,0.4956,0.6628,63.46,69.35,0.9151,0.9319
TX,TMIN_P90_2D__w15,TMIN_P95_2D__month,TMIN_P90_2D,TMIN_P95_2D,w15,month,2,percentile+window,,121777,61903,60886,60891,1017,0.4958,0.663,50.0,98.36,0.5083,0.9697
TX,TMIN_P90_3D__month_pm7,TMIN_P95_3D__month,TMIN_P90_3D,TMIN_P95_3D,month_pm7,month,2,percentile+window,,87272,43309,43309,43963,0,0.4963,0.6633,49.63,100.0,0.4963,0.951
TX,TMAX_P90_3D__month_pm7,TMAX_P95_3D__w05,TMAX_P90_3D,TMAX_P95_3D,month_pm7,w05,2,percentile+window,,72426,43977,38631,33795,5346,0.4967,0.6637,53.34,87.84,0.6072,0.9676
TX,MHI_P85_2D__month,TMIN_P85_2D__w05,MHI_P85_2D,TMIN_P85_2D,month,w05,2,metric+window,,171115,187198,118935,52180,68263,0.4969,0.6639,69.51,63.53,1.094,0.8107
TX,TMAX_P95_2D__w15,TMAX_P95_3D__month,TMAX_P95_2D,TMAX_P95_3D,w15,month,2,duration+window,,56576,38426,31549,25027,6877,0.4972,0.6642,55.76,82.1,0.6792,0.9357
TX,MHI_P85_2D__w05,TMIN_P85_2D__month,MHI_P85_2D,TMIN_P85_2D,w05,month,2,metric+window,,177271,182251,119432,57839,62819,0.4974,0.6644,67.37,65.53,1.0281,0.8111
TX,TMIN_P90_2D__month,MHI_P90_2D__month_pm7,TMIN_P90_2D,MHI_P90_2D,month,month_pm7,2,metric+window,,122363,99482,73722,48641,25760,0.4977,0.6646,60.25,74.11,0.813,0.7953
TX,MHI_P85_2D__w15,TMIN_P85_2D__month_pm7,MHI_P85_2D,TMIN_P85_2D,w15,month_pm7,2,metric+window,,170894,174134,114775,56119,59359,0.4985,0.6653,67.16,65.91,1.019,0.7956
TX,MHI_P85_2D__month_pm7,TMIN_P85_2D__w15,MHI_P85_2D,TMIN_P85_2D,month_pm7,w15,2,metric+window,,159534,181444,113445,46089,67999,0.4986,0.6654,71.11,62.52,1.1373,0.7951
TX,TMAX_P95_2D__month,TMAX_P95_3D__w05,TMAX_P95_2D,TMAX_P95_3D,month,w05,2,duration+window,,55270,43977,33041,22229,10936,0.4991,0.6658,59.78,75.13,0.7957,0.9564
TX,TMIN_P90_2D__month_pm7,TMIN_P95_2D__w15,TMIN_P90_2D,TMIN_P95_2D,month_pm7,w15,2,percentile+window,,115028,61496,58927,56101,2569,0.5011,0.6676,51.23,95.82,0.5346,0.9567
TX,TMIN_P85_2D__month_pm7,TMIN_P90_3D__month_pm7,TMIN_P85_2D,TMIN_P90_3D,month_pm7,month_pm7,2,duration+percentile,,174134,87272,87272,86862,0,0.5012,0.6677,50.12,100.0,0.5012,0.9718
TX,TMIN_P90_2D__month_pm7,MHI_P90_2D__month,TMIN_P90_2D,MHI_P90_2D,month_pm7,month,2,metric+window,,115028,110334,75265,39763,35069,0.5014,0.6679,65.43,68.22,0.9592,0.7794
TX,TMAX_P85_2D__w15,TMAX_P90_3D__w15,TMAX_P85_2D,TMAX_P90_3D,w15,w15,2,duration+percentile,,161004,80755,80755,80249,0,0.5016,0.6681,50.16,100.0,0.5016,0.9423
TX,TMIN_P85_2D__w15,TMIN_P90_3D__w15,TMIN_P85_2D,TMIN_P90_3D,w15,w15,2,duration+percentile,,181444,91133,91133,90311,0,0.5023,0.6687,50.23,100.0,0.5023,0.9742
TX,TMAX_P95_2D__month,TMAX_P95_3D__w15,TMAX_P95_2D,TMAX_P95_3D,month,w15,2,duration+window,,55270,38876,31542,23728,7334,0.5038,0.6701,57.07,81.13,0.7034,0.9606
TX,MHI_P85_2D__month,TMIN_P85_2D__w15,MHI_P85_2D,TMIN_P85_2D,month,w15,2,metric+window,,171115,181444,118127,52988,63317,0.5039,0.6701,69.03,65.1,1.0604,0.8043
TX,MHI_P85_2D__w15,TMIN_P85_2D__month,MHI_P85_2D,TMIN_P85_2D,w15,month,2,metric+window,,170894,182251,118367,52527,63884,0.5042,0.6704,69.26,64.95,1.0665,0.8075
TX,MHI_P90_2D__month,MHI_P90_3D__w05,MHI_P90_2D,MHI_P90_3D,month,w05,2,duration+window,,110334,82824,64885,45449,17939,0.5058,0.6718,58.81,78.34,0.7507,0.9735
TX,MHI_P90_2D__month_pm7,MHI_P90_3D__w05,MHI_P90_2D,MHI_P90_3D,month_pm7,w05,2,duration+window,,99482,82824,61245,38237,21579,0.5059,0.6719,61.56,73.95,0.8326,0.9669
TX,TMIN_P90_2D__month,TMIN_P95_2D__w05,TMIN_P90_2D,TMIN_P95_2D,month,w05,2,percentile+window,,122363,67525,63843,58520,3682,0.5065,0.6724,52.18,94.55,0.5518,0.9667
TX,TMIN_P95_2D__w15,TMIN_P95_3D__month_pm7,TMIN_P95_2D,TMIN_P95_3D,w15,month_pm7,2,duration+window,,61496,39412,33979,27517,5433,0.5077,0.6735,55.25,86.21,0.6409,0.9651
TX,TMAX_P85_2D__month,TMAX_P90_3D__month,TMAX_P85_2D,TMAX_P90_3D,month,month,2,duration+percentile,,158349,80451,80451,77898,0,0.5081,0.6738,50.81,100.0,0.5081,0.9342
TX,MHI_P90_2D__month,MHI_P90_3D__w15,MHI_P90_2D,MHI_P90_3D,month,w15,2,duration+window,,110334,77785,63397,46937,14388,0.5083,0.674,57.46,81.5,0.705,0.9748
TX,MHI_P95_2D__w15,MHI_P90_3D__w15,MHI_P95_2D,MHI_P90_3D,w15,w15,2,duration+percentile,,52786,77785,44056,8730,33729,0.5092,0.6748,83.46,56.64,1.4736,0.9646
TX,TMIN_P85_2D__month,TMIN_P90_3D__month,TMIN_P85_2D,TMIN_P90_3D,month,month,2,duration+percentile,,182251,93161,93161,89090,0,0.5112,0.6765,51.12,100.0,0.5112,0.9692
TX,TMIN_P95_2D__month,TMIN_P95_3D__w05,TMIN_P95_2D,TMIN_P95_3D,month,w05,2,duration+window,,61903,47099,36882,25021,10217,0.5114,0.6767,59.58,78.31,0.7609,0.9697
TX,TMIN_P85_2D__w05,TMIN_P90_3D__w05,TMIN_P85_2D,TMIN_P90_3D,w05,w05,2,duration+percentile,,187198,95876,95876,91322,0,0.5122,0.6774,51.22,100.0,0.5122,0.9779
TX,TMAX_P95_2D__month_pm7,TMAX_P95_3D__w15,TMAX_P95_2D,TMAX_P95_3D,month_pm7,w15,2,duration+window,,48059,38876,29463,18596,9413,0.5126,0.6778,61.31,75.79,0.8089,0.9407
TX,TMIN_P95_2D__month_pm7,TMIN_P95_3D__w05,TMIN_P95_2D,TMIN_P95_3D,month_pm7,w05,2,duration+window,,56590,47099,35162,21428,11937,0.5131,0.6782,62.13,74.66,0.8323,0.9649
TX,MHI_P90_2D__w15,MHI_P90_3D__month,MHI_P90_2D,MHI_P90_3D,w15,month,2,duration+window,,110243,79886,64519,45724,15367,0.5136,0.6787,58.52,80.76,0.7246,0.9729
TX,MHI_P95_2D__month,MHI_P90_3D__month,MHI_P95_2D,MHI_P90_3D,month,month,2,duration+percentile,,53273,79886,45187,8086,34699,0.5137,0.6787,84.82,56.56,1.4996,0.9638
TX,TMAX_P90_2D__w05,TMAX_P90_3D__month_pm7,TMAX_P90_2D,TMAX_P90_3D,w05,month_pm7,2,duration+window,,114603,72426,63479,51124,8947,0.5138,0.6788,55.39,87.65,0.632,0.9498
TX,MHI_P90_2D__month_pm7,MHI_P90_3D__w15,MHI_P90_2D,MHI_P90_3D,month_pm7,w15,2,duration+window,,99482,77785,60187,39295,17598,0.5141,0.6791,60.5,77.38,0.7819,0.9693
TX,TMAX_P90_2D__month_pm7,TMAX_P95_2D__w15,TMAX_P90_2D,TMAX_P95_2D,month_pm7,w15,2,percentile+window,,97478,56576,52378,45100,4198,0.5151,0.68,53.73,92.58,0.5804,0.9676
TX,TMAX_P85_2D__w05,TMAX_P90_3D__w05,TMAX_P85_2D,TMAX_P90_3D,w05,w05,2,duration+percentile,,166682,85949,85949,80733,0,0.5156,0.6804,51.56,100.0,0.5156,0.9447
TX,TMIN_P90_3D__w15,TMIN_P95_3D__w05,TMIN_P90_3D,TMIN_P95_3D,w15,w05,2,percentile+window,,91133,47099,47048,44085,51,0.516,0.6807,51.63,99.89,0.5168,0.9601
TX,TMAX_P90_2D__month,TMAX_P95_2D__w05,TMAX_P90_2D,TMAX_P95_2D,month,w05,2,percentile+window,,106769,62917,57865,48904,5052,0.5175,0.682,54.2,91.97,0.5893,0.9731
TX,TMAX_P95_2D__month_pm7,TMAX_P90_3D__month_pm7,TMAX_P95_2D,TMAX_P90_3D,month_pm7,month_pm7,2,duration+percentile,,48059,72426,41305,6754,31121,0.5217,0.6856,85.95,57.03,1.507,0.9255
TX,TMIN_P90_2D__month_pm7,TMIN_P95_2D__w05,TMIN_P90_2D,TMIN_P95_2D,month_pm7,w05,2,percentile+window,,115028,67525,62617,52411,4908,0.5221,0.686,54.44,92.73,0.587,0.9639
TX,MHI_P95_2D__w05,MHI_P90_3D__w05,MHI_P95_2D,MHI_P90_3D,w05,w05,2,duration+percentile,,58890,82824,48640,10250,34184,0.5226,0.6865,82.59,58.73,1.4064,0.9673
TX,TMIN_P95_2D__month,TMIN_P95_3D__w15,TMIN_P95_2D,TMIN_P95_3D,month,w15,2,duration+window,,61903,42638,35908,25995,6730,0.5232,0.687,58.01,84.22,0.6888,0.9727
TX,TMIN_P95_2D__month_pm7,TMIN_P90_3D__month_pm7,TMIN_P95_2D,TMIN_P90_3D,month_pm7,month_pm7,2,duration+percentile,,56590,87272,49438,7152,37834,0.5236,0.6873,87.36,56.65,1.5422,0.9531
TX,TMAX_P90_3D__month_pm7,TMAX_P85_3D__w05,TMAX_P90_3D,TMAX_P85_3D,month_pm7,w05,2,percentile+window,,72426,130118,69647,2779,60471,0.5241,0.6877,96.16,53.53,1.7966,0.9611
TX,MHI_P85_2D__w05,MHI_P90_2D__month_pm7,MHI_P85_2D,MHI_P90_2D,w05,month_pm7,2,percentile+window,,177271,99482,95175,82096,4307,0.5242,0.6878,53.69,95.67,0.5612,0.9752
TX,TMIN_P95_2D__w15,TMIN_P95_3D__month,TMIN_P95_2D,TMIN_P95_3D,w15,month,2,duration+window,,61496,43309,36114,25382,7195,0.5257,0.6892,58.73,83.39,0.7043,0.9709
