state,run_a,run_b,definition_a,definition_b,window_a,window_b,n_axes_differing,axes_differing,single_axis,heatwave_days_a_QA_pooled,heatwave_days_b_QA_pooled,county_dates_shared,county_dates_a_only,county_dates_b_only,jaccard_day_level,dice_day_level,pct_of_a_also_in_b,pct_of_b_also_in_a,count_ratio_b_over_a,county_rank_spearman
TX,TMAX_P95_2D__w05,TMIN_P85_3D__month,TMAX_P95_2D,TMIN_P85_3D,w05,month,4,duration+metric+percentile+window,,62917,145237,31339,31578,113898,0.1772,0.3011,49.81,21.58,2.3084,0.3616
TX,TMAX_P90_2D__w15,TMIN_P95_3D__w05,TMAX_P90_2D,TMIN_P95_3D,w15,w05,4,duration+metric+percentile+window,,108359,47099,23488,84871,23611,0.178,0.3022,21.68,49.87,0.4347,0.5018
TX,TMAX_P95_2D__w05,TMIN_P85_3D__month_pm7,TMAX_P95_2D,TMIN_P85_3D,w05,month_pm7,4,duration+metric+percentile+window,,62917,138124,30439,32478,107685,0.1784,0.3028,48.38,22.04,2.1953,0.3697
TX,TMAX_P95_2D__month,TMIN_P90_3D__w05,TMAX_P95_2D,TMIN_P90_3D,month,w05,4,duration+metric+percentile+window,,55270,95876,22889,32381,72987,0.1785,0.3029,41.41,23.87,1.7347,0.4288
TX,TMAX_P95_2D__month,TMIN_P90_3D__w15,TMAX_P95_2D,TMIN_P90_3D,month,w15,4,duration+metric+percentile+window,,55270,91133,22265,33005,68868,0.1794,0.3042,40.28,24.43,1.6489,0.436
TX,TMAX_P95_2D__month,TMIN_P85_3D__month_pm7,TMAX_P95_2D,TMIN_P85_3D,month,month_pm7,4,duration+metric+percentile+window,,55270,138124,29538,25732,108586,0.1803,0.3055,53.44,21.39,2.4991,0.3399
TX,TMAX_P90_2D__month_pm7,TMIN_P95_3D__month,TMAX_P90_2D,TMIN_P95_3D,month_pm7,month,4,duration+metric+percentile+window,,97478,43309,21534,75944,21775,0.1806,0.3059,22.09,49.72,0.4443,0.4951
TX,MHI_P85_2D__month_pm7,TMAX_P95_3D__month,MHI_P85_2D,TMAX_P95_3D,month_pm7,month,4,duration+metric+percentile+window,,159534,38426,30360,129174,8066,0.1811,0.3067,19.03,79.01,0.2409,0.6553
TX,MHI_P85_2D__month,TMAX_P95_3D__w05,MHI_P85_2D,TMAX_P95_3D,month,w05,4,duration+metric+percentile+window,,171115,43977,33015,138100,10962,0.1813,0.307,19.29,75.07,0.257,0.6949
TX,TMAX_P95_2D__month_pm7,TMIN_P90_3D__month,TMAX_P95_2D,TMIN_P90_3D,month_pm7,month,4,duration+metric+percentile+window,,48059,93161,21671,26388,71490,0.1813,0.3069,45.09,23.26,1.9385,0.3725
TX,TMAX_P95_2D__w15,TMIN_P90_3D__month,TMAX_P95_2D,TMIN_P90_3D,w15,month,4,duration+metric+percentile+window,,56576,93161,22989,33587,70172,0.1814,0.3071,40.63,24.68,1.6467,0.426
TX,TMAX_P95_2D__w15,TMIN_P90_3D__month_pm7,TMAX_P95_2D,TMIN_P90_3D,w15,month_pm7,4,duration+metric+percentile+window,,56576,87272,22165,34411,65107,0.1822,0.3082,39.18,25.4,1.5426,0.4366
TX,MHI_P85_2D__w05,TMIN_P95_3D__month_pm7,MHI_P85_2D,TMIN_P95_3D,w05,month_pm7,4,duration+metric+percentile+window,,177271,39412,33546,143725,5866,0.1832,0.3096,18.92,85.12,0.2223,0.7702
TX,TMAX_P95_2D__w05,TMIN_P90_3D__month,TMAX_P95_2D,TMIN_P90_3D,w05,month,4,duration+metric+percentile+window,,62917,93161,24437,38480,68724,0.1856,0.3131,38.84,26.23,1.4807,0.4325
TX,TMIN_P95_2D__month_pm7,TMAX_P85_3D__w05,TMIN_P95_2D,TMAX_P85_3D,month_pm7,w05,4,duration+metric+percentile+window,,56590,130118,29228,27362,100890,0.1856,0.3131,51.65,22.46,2.2993,0.5623
TX,TMAX_P95_2D__w05,TMIN_P90_3D__month_pm7,TMAX_P95_2D,TMIN_P90_3D,w05,month_pm7,4,duration+metric+percentile+window,,62917,87272,23543,39374,63729,0.1859,0.3135,37.42,26.98,1.3871,0.4447
TX,MHI_P90_2D__w05,TMAX_P95_3D__month,MHI_P90_2D,TMAX_P95_3D,w05,month,4,duration+metric+percentile+window,,116802,38426,24360,92442,14066,0.1861,0.3139,20.86,63.39,0.329,0.635
TX,TMAX_P95_2D__w05,TMIN_P85_3D__w15,TMAX_P95_2D,TMIN_P85_3D,w05,w15,4,duration+metric+percentile+window,,62917,143020,32487,30430,110533,0.1873,0.3155,51.63,22.72,2.2732,0.3885
TX,MHI_P85_2D__month_pm7,TMAX_P95_3D__w05,MHI_P85_2D,TMAX_P95_3D,month_pm7,w05,4,duration+metric+percentile+window,,159534,43977,32228,127306,11749,0.1882,0.3167,20.2,73.28,0.2757,0.7065
TX,MHI_P90_2D__month,TMAX_P95_3D__month_pm7,MHI_P90_2D,TMAX_P95_3D,month,month_pm7,4,duration+metric+percentile+window,,110334,32851,22747,87587,10104,0.1889,0.3177,20.62,69.24,0.2977,0.6263
TX,TMIN_P95_2D__month_pm7,TMAX_P85_3D__w15,TMIN_P95_2D,TMAX_P85_3D,month_pm7,w15,4,duration+metric+percentile+window,,56590,124812,28908,27682,95904,0.1896,0.3187,51.08,23.16,2.2055,0.5528
TX,MHI_P85_2D__w15,TMAX_P95_3D__w05,MHI_P85_2D,TMAX_P95_3D,w15,w05,4,duration+metric+percentile+window,,170894,43977,34295,136599,9682,0.1899,0.3192,20.07,77.98,0.2573,0.682
TX,MHI_P85_2D__w15,TMIN_P95_3D__month_pm7,MHI_P85_2D,TMIN_P95_3D,w15,month_pm7,4,duration+metric+percentile+window,,170894,39412,33580,137314,5832,0.19,0.3193,19.65,85.2,0.2306,0.774
TX,MHI_P90_2D__w15,TMAX_P95_3D__month,MHI_P90_2D,TMAX_P95_3D,w15,month,4,duration+metric+percentile+window,,110243,38426,23801,86442,14625,0.1906,0.3202,21.59,61.94,0.3486,0.6259
TX,TMIN_P95_2D__month_pm7,TMAX_P90_3D__w05,TMIN_P95_2D,TMAX_P90_3D,month_pm7,w05,4,duration+metric+percentile+window,,56590,85949,23029,33561,62920,0.1927,0.3231,40.69,26.79,1.5188,0.559
TX,TMAX_P95_2D__month,TMIN_P90_3D__month_pm7,TMAX_P95_2D,TMIN_P90_3D,month,month_pm7,4,duration+metric+percentile+window,,55270,87272,23083,32187,64189,0.1932,0.3239,41.76,26.45,1.579,0.419
TX,TMAX_P95_2D__w15,TMIN_P90_3D__w05,TMAX_P95_2D,TMIN_P90_3D,w15,w05,4,duration+metric+percentile+window,,56576,95876,24691,31885,71185,0.1933,0.3239,43.64,25.75,1.6946,0.4479
TX,TMIN_P85_2D__w05,TMAX_P90_3D__month_pm7,TMIN_P85_2D,TMAX_P90_3D,w05,month_pm7,4,duration+metric+percentile+window,,187198,72426,42130,145068,30296,0.1937,0.3245,22.51,58.17,0.3869,0.4281
TX,TMIN_P95_2D__month,TMAX_P85_3D__w05,TMIN_P95_2D,TMAX_P85_3D,month,w05,4,duration+metric+percentile+window,,61903,130118,31175,30728,98943,0.1938,0.3247,50.36,23.96,2.102,0.5466
TX,TMIN_P95_2D__month_pm7,TMAX_P90_3D__w15,TMIN_P95_2D,TMAX_P90_3D,month_pm7,w15,4,duration+metric+percentile+window,,56590,80755,22526,34064,58229,0.1962,0.328,39.81,27.89,1.427,0.5625
TX,TMIN_P85_2D__w15,TMAX_P90_3D__month_pm7,TMIN_P85_2D,TMAX_P90_3D,w15,month_pm7,4,duration+metric+percentile+window,,181444,72426,41756,139688,30670,0.1969,0.329,23.01,57.65,0.3992,0.4333
TX,TMIN_P95_2D__month,TMAX_P85_3D__w15,TMIN_P95_2D,TMAX_P85_3D,month,w15,4,duration+metric+percentile+window,,61903,124812,30826,31077,93986,0.1977,0.3302,49.8,24.7,2.0163,0.5397
TX,TMIN_P95_2D__month,TMAX_P90_3D__w05,TMIN_P95_2D,TMAX_P90_3D,month,w05,4,duration+metric+percentile+window,,61903,85949,24448,37455,61501,0.1981,0.3307,39.49,28.44,1.3884,0.5402
TX,TMAX_P95_2D__w05,TMIN_P90_3D__w15,TMAX_P95_2D,TMIN_P90_3D,w05,w15,4,duration+metric+percentile+window,,62917,91133,25500,37417,65633,0.1984,0.3311,40.53,27.98,1.4485,0.4592
TX,MHI_P85_2D__w05,TMIN_P95_3D__month,MHI_P85_2D,TMIN_P95_3D,w05,month,4,duration+metric+percentile+window,,177271,43309,36590,140681,6719,0.1989,0.3318,20.64,84.49,0.2443,0.7921
TX,MHI_P90_2D__month,TMAX_P95_3D__w15,MHI_P90_2D,TMAX_P95_3D,month,w15,4,duration+metric+percentile+window,,110334,38876,24825,85509,14051,0.1996,0.3328,22.5,63.86,0.3523,0.6771
TX,MHI_P85_2D__month,TMIN_P95_3D__month_pm7,MHI_P85_2D,TMIN_P95_3D,month,month_pm7,4,duration+metric+percentile+window,,171115,39412,35182,135933,4230,0.2006,0.3342,20.56,89.27,0.2303,0.7715
TX,TMIN_P95_2D__month,TMAX_P90_3D__w15,TMIN_P95_2D,TMAX_P90_3D,month,w15,4,duration+metric+percentile+window,,61903,80755,23877,38026,56878,0.201,0.3347,38.57,29.57,1.3045,0.5464
TX,TMIN_P95_2D__w05,TMAX_P90_3D__month_pm7,TMIN_P95_2D,TMAX_P90_3D,w05,month_pm7,4,duration+metric+percentile+window,,67525,72426,23527,43998,48899,0.2021,0.3362,34.84,32.48,1.0726,0.5272
TX,TMIN_P95_2D__w05,TMAX_P90_3D__month,TMIN_P95_2D,TMAX_P90_3D,w05,month,4,duration+metric+percentile+window,,67525,80451,25013,42512,55438,0.2034,0.3381,37.04,31.09,1.1914,0.5421
TX,TMIN_P95_2D__w15,TMAX_P90_3D__month_pm7,TMIN_P95_2D,TMAX_P90_3D,w15,month_pm7,4,duration+metric+percentile+window,,61496,72426,22719,38777,49707,0.2043,0.3393,36.94,31.37,1.1777,0.545
TX,TMIN_P85_2D__w05,TMAX_P90_3D__month,TMIN_P85_2D,TMAX_P90_3D,w05,month,4,duration+metric+percentile+window,,187198,80451,45427,141771,35024,0.2044,0.3395,24.27,56.47,0.4298,0.4428
TX,TMIN_P95_2D__w15,TMAX_P90_3D__month,TMIN_P95_2D,TMAX_P90_3D,w15,month,4,duration+metric+percentile+window,,61496,80451,24099,37397,56352,0.2045,0.3395,39.19,29.95,1.3082,0.5589
TX,TMIN_P95_2D__w15,TMAX_P85_3D__month,TMIN_P95_2D,TMAX_P85_3D,w15,month,4,duration+metric+percentile+window,,61496,124531,31659,29837,92872,0.2051,0.3404,51.48,25.42,2.025,0.5615
TX,MHI_P85_2D__w15,TMIN_P95_3D__month,MHI_P85_2D,TMIN_P95_3D,w15,month,4,duration+metric+percentile+window,,170894,43309,36560,134334,6749,0.2058,0.3414,21.39,84.42,0.2534,0.7932
TX,TMIN_P85_2D__w15,TMAX_P90_3D__month,TMIN_P85_2D,TMAX_P90_3D,w15,month,4,duration+metric+percentile+window,,181444,80451,45012,136432,35439,0.2075,0.3437,24.81,55.95,0.4434,0.4478
TX,TMIN_P95_2D__w05,TMAX_P85_3D__month,TMIN_P95_2D,TMAX_P85_3D,w05,month,4,duration+metric+percentile+window,,67525,124531,33059,34466,91472,0.2079,0.3443,48.96,26.55,1.8442,0.5465
TX,MHI_P85_2D__month,TMIN_P95_3D__w15,MHI_P85_2D,TMIN_P95_3D,month,w15,4,duration+metric+percentile+window,,171115,42638,36813,134302,5825,0.2081,0.3444,21.51,86.34,0.2492,0.7801
TX,TMIN_P95_2D__w15,TMAX_P85_3D__w05,TMIN_P95_2D,TMAX_P85_3D,w15,w05,4,duration+metric+percentile+window,,61496,130118,33001,28495,97117,0.2081,0.3445,53.66,25.36,2.1159,0.556
TX,MHI_P85_2D__w05,TMIN_P95_3D__w15,MHI_P85_2D,TMIN_P95_3D,w05,w15,4,duration+metric+percentile+window,,177271,42638,37909,139362,4729,0.2083,0.3448,21.38,88.91,0.2405,0.7861
TX,TMIN_P95_2D__w15,TMAX_P85_3D__month_pm7,TMIN_P95_2D,TMAX_P85_3D,w15,month_pm7,4,duration+metric+percentile+window,,61496,115678,30538,30958,85140,0.2083,0.3447,49.66,26.4,1.8811,0.5537
TX,MHI_P90_2D__month_pm7,TMAX_P95_3D__w15,MHI_P90_2D,TMAX_P95_3D,month_pm7,w15,4,duration+metric+percentile+window,,99482,38876,23864,75618,15012,0.2084,0.345,23.99,61.38,0.3908,0.6847
TX,MHI_P90_2D__w05,TMAX_P95_3D__w15,MHI_P90_2D,TMAX_P95_3D,w05,w15,4,duration+metric+percentile+window,,116802,38876,26880,89922,11996,0.2087,0.3453,23.01,69.14,0.3328,0.6676
TX,TMIN_P85_2D__month,TMAX_P90_3D__w15,TMIN_P85_2D,TMAX_P90_3D,month,w15,4,duration+metric+percentile+window,,182251,80755,45556,136695,35199,0.2095,0.3464,25.0,56.41,0.4431,0.4295
TX,TMIN_P95_2D__w05,TMAX_P85_3D__month_pm7,TMIN_P95_2D,TMAX_P85_3D,w05,month_pm7,4,duration+metric+percentile+window,,67525,115678,31794,35731,83884,0.21,0.3471,47.08,27.48,1.7131,0.538
TX,TMIN_P95_2D__month_pm7,TMAX_P85_3D__month,TMIN_P95_2D,TMAX_P85_3D,month_pm7,month,4,duration+metric+percentile+window,,56590,124531,31546,25044,92985,0.2109,0.3483,55.74,25.33,2.2006,0.5621
TX,TMIN_P85_2D__month,TMAX_P90_3D__month_pm7,TMIN_P85_2D,TMAX_P90_3D,month,month_pm7,4,duration+metric+percentile+window,,182251,72426,44368,137883,28058,0.211,0.3484,24.34,61.26,0.3974,0.4183
TX,TMIN_P85_2D__month_pm7,TMAX_P90_3D__w15,TMIN_P85_2D,TMAX_P90_3D,month_pm7,w15,4,duration+metric+percentile+window,,174134,80755,44423,129711,36332,0.2111,0.3486,25.51,55.01,0.4638,0.4608
TX,TMAX_P85_2D__w05,TMIN_P90_3D__month_pm7,TMAX_P85_2D,TMIN_P90_3D,w05,month_pm7,4,duration+metric+percentile+window,,166682,87272,44517,122165,42755,0.2126,0.3506,26.71,51.01,0.5236,0.4526
TX,TMIN_P95_2D__month_pm7,TMAX_P90_3D__month,TMIN_P95_2D,TMAX_P90_3D,month_pm7,month,4,duration+metric+percentile+window,,56590,80451,24074,32516,56377,0.2131,0.3513,42.54,29.92,1.4216,0.5689
TX,TMIN_P85_2D__month,TMAX_P90_3D__w05,TMIN_P85_2D,TMAX_P90_3D,month,w05,4,duration+metric+percentile+window,,182251,85949,47347,134904,38602,0.2144,0.3531,25.98,55.09,0.4716,0.4231
TX,TMIN_P95_2D__w15,TMAX_P90_3D__w05,TMIN_P95_2D,TMAX_P90_3D,w15,w05,4,duration+metric+percentile+window,,61496,85949,26071,35425,59878,0.2148,0.3536,42.39,30.33,1.3976,0.5466
TX,MHI_P90_2D__month,TMAX_P95_3D__w05,MHI_P90_2D,TMAX_P95_3D,month,w05,4,duration+metric+percentile+window,,110334,43977,27318,83016,16659,0.2151,0.3541,24.76,62.12,0.3986,0.6939
TX,TMIN_P85_2D__month_pm7,TMAX_P90_3D__w05,TMIN_P85_2D,TMAX_P90_3D,month_pm7,w05,4,duration+metric+percentile+window,,174134,85949,46093,128041,39856,0.2154,0.3544,26.47,53.63,0.4936,0.457
TX,MHI_P95_2D__month_pm7,TMAX_P85_3D__w05,MHI_P95_2D,TMAX_P85_3D,month_pm7,w05,4,duration+metric+percentile+window,,45107,130118,31068,14039,99050,0.2155,0.3546,68.88,23.88,2.8847,0.7045
TX,TMAX_P85_2D__w15,TMIN_P90_3D__month_pm7,TMAX_P85_2D,TMIN_P90_3D,w15,month_pm7,4,duration+metric+percentile+window,,161004,87272,44110,116894,43162,0.216,0.3553,27.4,50.54,0.542,0.4407
TX,TMIN_P85_2D__w05,TMAX_P90_3D__w15,TMIN_P85_2D,TMAX_P90_3D,w05,w15,4,duration+metric+percentile+window,,187198,80755,47641,139557,33114,0.2162,0.3556,25.45,58.99,0.4314,0.4372
TX,TMIN_P95_2D__w05,TMAX_P85_3D__w15,TMIN_P95_2D,TMAX_P85_3D,w05,w15,4,duration+metric+percentile+window,,67525,124812,34198,33327,90614,0.2163,0.3556,50.64,27.4,1.8484,0.5307
TX,TMIN_P95_2D__w05,TMAX_P90_3D__w15,TMIN_P95_2D,TMAX_P90_3D,w05,w15,4,duration+metric+percentile+window,,67525,80755,26474,41051,54281,0.2173,0.3571,39.21,32.78,1.1959,0.5359
TX,TMIN_P95_2D__month,TMAX_P90_3D__month_pm7,TMIN_P95_2D,TMAX_P90_3D,month,month_pm7,4,duration+metric+percentile+window,,61903,72426,23985,37918,48441,0.2174,0.3571,38.75,33.12,1.17,0.5375
TX,MHI_P85_2D__month_pm7,TMIN_P95_3D__w15,MHI_P85_2D,TMIN_P95_3D,month_pm7,w15,4,duration+metric+percentile+window,,159534,42638,36241,123293,6397,0.2184,0.3585,22.72,85.0,0.2673,0.7833
TX,TMAX_P85_2D__w05,TMIN_P90_3D__month,TMAX_P85_2D,TMIN_P90_3D,w05,month,4,duration+metric+percentile+window,,166682,93161,46698,119984,46463,0.2191,0.3594,28.02,50.13,0.5589,0.4387
TX,MHI_P95_2D__month_pm7,TMAX_P85_3D__w15,MHI_P95_2D,TMAX_P85_3D,month_pm7,w15,4,duration+metric+percentile+window,,45107,124812,30851,14256,93961,0.2218,0.3631,68.4,24.72,2.767,0.7038
TX,TMAX_P85_2D__w15,TMIN_P90_3D__month,TMAX_P85_2D,TMIN_P90_3D,w15,month,4,duration+metric+percentile+window,,161004,93161,46213,114791,46948,0.2222,0.3636,28.7,49.61,0.5786,0.4305
TX,TMIN_P95_2D__month,TMAX_P85_3D__month_pm7,TMIN_P95_2D,TMAX_P85_3D,month,month_pm7,4,duration+metric+percentile+window,,61903,115678,32305,29598,83373,0.2224,0.3638,52.19,27.93,1.8687,0.5445
TX,MHI_P90_2D__month_pm7,TMAX_P95_3D__w05,MHI_P90_2D,TMAX_P95_3D,month_pm7,w05,4,duration+metric+percentile+window,,99482,43977,26101,73381,17876,0.2224,0.3639,26.24,59.35,0.4421,0.7053
TX,MHI_P85_2D__month,TMIN_P95_3D__w05,MHI_P85_2D,TMIN_P95_3D,month,w05,4,duration+metric+percentile+window,,171115,47099,39786,131329,7313,0.223,0.3647,23.25,84.47,0.2752,0.7836
TX,MHI_P90_2D__month_pm7,TMAX_P95_3D__month,MHI_P90_2D,TMAX_P95_3D,month_pm7,month,4,duration+metric+percentile+window,,99482,38426,25257,74225,13169,0.2242,0.3663,25.39,65.73,0.3863,0.6513
TX,TMIN_P85_2D__w15,TMAX_P90_3D__w05,TMIN_P85_2D,TMAX_P90_3D,w15,w05,4,duration+metric+percentile+window,,181444,85949,48994,132450,36955,0.2243,0.3665,27.0,57.0,0.4737,0.435
TX,TMIN_P85_2D__month_pm7,TMAX_P90_3D__month,TMIN_P85_2D,TMAX_P90_3D,month_pm7,month,4,duration+metric+percentile+window,,174134,80451,46832,127302,33619,0.2254,0.3679,26.89,58.21,0.462,0.465
TX,TMAX_P90_2D__month_pm7,TMIN_P85_3D__w05,TMAX_P90_2D,TMIN_P85_3D,month_pm7,w05,4,duration+metric+percentile+window,,97478,148116,45532,51946,102584,0.2276,0.3708,46.71,30.74,1.5195,0.3704
TX,TMAX_P90_2D__month_pm7,TMIN_P85_3D__w15,TMAX_P90_2D,TMIN_P85_3D,month_pm7,w15,4,duration+metric+percentile+window,,97478,143020,44782,52696,98238,0.2288,0.3724,45.94,31.31,1.4672,0.3739
TX,TMAX_P85_2D__w05,TMIN_P90_3D__w15,TMAX_P85_2D,TMIN_P90_3D,w05,w15,4,duration+metric+percentile+window,,166682,91133,48202,118480,42931,0.23,0.3739,28.92,52.89,0.5467,0.46
TX,TMAX_P85_2D__month,TMIN_P90_3D__w15,TMAX_P85_2D,TMIN_P90_3D,month,w15,4,duration+metric+percentile+window,,158349,91133,46728,111621,44405,0.2305,0.3746,29.51,51.27,0.5755,0.4715
TX,MHI_P90_2D__w15,TMAX_P95_3D__w05,MHI_P90_2D,TMAX_P95_3D,w15,w05,4,duration+metric+percentile+window,,110243,43977,29036,81207,14941,0.2319,0.3766,26.34,66.03,0.3989,0.6742
TX,MHI_P90_2D__w05,TMIN_P95_3D__month_pm7,MHI_P90_2D,TMIN_P95_3D,w05,month_pm7,4,duration+metric+percentile+window,,116802,39412,29416,87386,9996,0.232,0.3766,25.18,74.64,0.3374,0.762
TX,TMAX_P85_2D__month_pm7,TMIN_P90_3D__w15,TMAX_P85_2D,TMIN_P90_3D,month_pm7,w15,4,duration+metric+percentile+window,,148222,91133,45125,103097,46008,0.2323,0.3771,30.44,49.52,0.6148,0.4565
TX,MHI_P85_2D__w15,TMIN_P95_3D__w05,MHI_P85_2D,TMIN_P95_3D,w15,w05,4,duration+metric+percentile+window,,170894,47099,41103,129791,5996,0.2324,0.3771,24.05,87.27,0.2756,0.7884
TX,TMAX_P90_2D__w15,TMIN_P85_3D__month_pm7,TMAX_P90_2D,TMIN_P85_3D,w15,month_pm7,4,duration+metric+percentile+window,,108359,138124,46534,61825,91590,0.2327,0.3776,42.94,33.69,1.2747,0.3668
TX,MHI_P85_2D__month_pm7,TMIN_P95_3D__w05,MHI_P85_2D,TMIN_P95_3D,month_pm7,w05,4,duration+metric+percentile+window,,159534,47099,39026,120508,8073,0.2328,0.3777,24.46,82.86,0.2952,0.7841
TX,TMAX_P90_2D__w05,TMIN_P85_3D__month_pm7,TMAX_P90_2D,TMIN_P85_3D,w05,month_pm7,4,duration+metric+percentile+window,,114603,138124,47778,66825,90346,0.2331,0.3781,41.69,34.59,1.2052,0.3685
TX,TMAX_P95_2D__month_pm7,MHI_P90_3D__w05,TMAX_P95_2D,MHI_P90_3D,month_pm7,w05,4,duration+metric+percentile+window,,48059,82824,24747,23312,58077,0.2332,0.3782,51.49,29.88,1.7234,0.6472
TX,TMAX_P85_2D__month,TMIN_P90_3D__w05,TMAX_P85_2D,TMIN_P90_3D,month,w05,4,duration+metric+percentile+window,,158349,95876,48153,110196,47723,0.2337,0.3788,30.41,50.22,0.6055,0.4737
TX,MHI_P85_2D__month_pm7,TMIN_P95_3D__month,MHI_P85_2D,TMIN_P95_3D,month_pm7,month,4,duration+metric+percentile+window,,159534,43309,38464,121070,4845,0.234,0.3792,24.11,88.81,0.2715,0.7883
TX,TMAX_P90_2D__w15,TMIN_P85_3D__month,TMAX_P90_2D,TMIN_P85_3D,w15,month,4,duration+metric+percentile+window,,108359,145237,48178,60181,97059,0.2345,0.38,44.46,33.17,1.3403,0.3596
TX,TMAX_P90_2D__month,TMIN_P85_3D__w05,TMAX_P90_2D,TMIN_P85_3D,month,w05,4,duration+metric+percentile+window,,106769,148116,48472,58297,99644,0.2348,0.3803,45.4,32.73,1.3873,0.3965
TX,TMAX_P85_2D__month_pm7,TMIN_P90_3D__w05,TMAX_P85_2D,TMIN_P90_3D,month_pm7,w05,4,duration+metric+percentile+window,,148222,95876,46444,101778,49432,0.235,0.3805,31.33,48.44,0.6468,0.46
TX,MHI_P95_2D__month_pm7,TMIN_P85_3D__w05,MHI_P95_2D,TMIN_P85_3D,month_pm7,w05,4,duration+metric+percentile+window,,45107,148116,36797,8310,111319,0.2352,0.3809,81.58,24.84,3.2837,0.7225
TX,TMAX_P90_2D__w05,TMIN_P85_3D__month,TMAX_P90_2D,TMIN_P85_3D,w05,month,4,duration+metric+percentile+window,,114603,145237,49494,65109,95743,0.2353,0.381,43.19,34.08,1.2673,0.3578
TX,TMAX_P95_2D__month_pm7,MHI_P90_3D__w15,TMAX_P95_2D,MHI_P90_3D,month_pm7,w15,4,duration+metric+percentile+window,,48059,77785,23994,24065,53791,0.2356,0.3813,49.93,30.85,1.6185,0.6482
TX,TMAX_P90_2D__month,TMIN_P85_3D__w15,TMAX_P90_2D,TMIN_P85_3D,month,w15,4,duration+metric+percentile+window,,106769,143020,47662,59107,95358,0.2358,0.3816,44.64,33.33,1.3395,0.4005
TX,TMAX_P85_2D__w15,TMIN_P90_3D__w05,TMAX_P85_2D,TMIN_P90_3D,w15,w05,4,duration+metric+percentile+window,,161004,95876,49323,111681,46553,0.2376,0.384,30.63,51.44,0.5955,0.4548
TX,MHI_P95_2D__month,TMAX_P85_3D__w05,MHI_P95_2D,TMAX_P85_3D,month,w05,4,duration+metric+percentile+window,,53273,130118,35475,17798,94643,0.2398,0.3869,66.59,27.26,2.4425,0.6977
TX,MHI_P95_2D__month_pm7,TMAX_P90_3D__w05,MHI_P95_2D,TMAX_P90_3D,month_pm7,w05,4,duration+metric+percentile+window,,45107,85949,25403,19704,60546,0.2404,0.3877,56.32,29.56,1.9054,0.7061
TX,TMAX_P85_2D__month,TMIN_P90_3D__month_pm7,TMAX_P85_2D,TMIN_P90_3D,month,month_pm7,4,duration+metric+percentile+window,,158349,87272,47712,110637,39560,0.2411,0.3885,30.13,54.67,0.5511,0.459
TX,MHI_P95_2D__month_pm7,TMIN_P85_3D__w15,MHI_P95_2D,TMIN_P85_3D,month_pm7,w15,4,duration+metric+percentile+window,,45107,143020,36769,8338,106251,0.2429,0.3909,81.52,25.71,3.1707,0.7209
TX,MHI_P90_2D__w15,TMIN_P95_3D__month_pm7,MHI_P90_2D,TMIN_P95_3D,w15,month_pm7,4,duration+metric+percentile+window,,110243,39412,29301,80942,10111,0.2435,0.3916,26.58,74.35,0.3575,0.7595
TX,TMAX_P90_2D__w15,TMIN_P85_3D__w05,TMAX_P90_2D,TMIN_P85_3D,w15,w05,4,duration+metric+percentile+window,,108359,148116,50557,57802,97559,0.2455,0.3942,46.66,34.13,1.3669,0.3814
TX,MHI_P95_2D__month,TMAX_P85_3D__w15,MHI_P95_2D,TMAX_P85_3D,month,w15,4,duration+metric+percentile+window,,53273,124812,35130,18143,89682,0.2457,0.3945,65.94,28.15,2.3429,0.6991
TX,MHI_P95_2D__month_pm7,TMAX_P90_3D__w15,MHI_P95_2D,TMAX_P90_3D,month_pm7,w15,4,duration+metric+percentile+window,,45107,80755,24855,20252,55900,0.2461,0.395,55.1,30.78,1.7903,0.7012
TX,TMAX_P90_2D__month_pm7,TMIN_P85_3D__month,TMAX_P90_2D,TMIN_P85_3D,month_pm7,month,4,duration+metric+percentile+window,,97478,145237,48025,49453,97212,0.2467,0.3957,49.27,33.07,1.4899,0.3473
TX,TMIN_P90_2D__month_pm7,TMAX_P85_3D__w05,TMIN_P90_2D,TMAX_P85_3D,month_pm7,w05,4,duration+metric+percentile+window,,115028,130118,48587,66441,81531,0.2472,0.3964,42.24,37.34,1.1312,0.5063
TX,TMAX_P90_2D__w05,TMIN_P85_3D__w15,TMAX_P90_2D,TMIN_P85_3D,w05,w15,4,duration+metric+percentile+window,,114603,143020,51087,63516,91933,0.2474,0.3966,44.58,35.72,1.248,0.3831
TX,TMIN_P90_2D__month_pm7,TMAX_P85_3D__w15,TMIN_P90_2D,TMAX_P85_3D,month_pm7,w15,4,duration+metric+percentile+window,,115028,124812,47797,67231,77015,0.2489,0.3986,41.55,38.3,1.0851,0.496
TX,TMAX_P85_2D__month_pm7,TMIN_P90_3D__month,TMAX_P85_2D,TMIN_P90_3D,month_pm7,month,4,duration+metric+percentile+window,,148222,93161,48151,100071,45010,0.2492,0.399,32.49,51.69,0.6285,0.4361
TX,TMAX_P95_2D__month,MHI_P90_3D__w05,TMAX_P95_2D,MHI_P90_3D,month,w05,4,duration+metric+percentile+window,,55270,82824,27570,27700,55254,0.2494,0.3993,49.88,33.29,1.4985,0.678
TX,MHI_P95_2D__month_pm7,TMAX_P85_3D__month,MHI_P95_2D,TMAX_P85_3D,month_pm7,month,4,duration+metric+percentile+window,,45107,124531,33873,11234,90658,0.2495,0.3994,75.09,27.2,2.7608,0.7273
