county_fips,year,classified_dates,events_started
48329,2020,15,4
48329,2021,6,1
48329,2022,8,2
48329,2023,32,5
48329,2024,4,1
48329,2025,15,3
48331,2015,5,1
48331,2018,8,2
48331,2019,7,1
48331,2020,3,1
48331,2021,3,1
48331,2022,23,5
48331,2023,31,6
48331,2024,10,2
48331,2025,11,3
48333,2015,6,1
48333,2018,6,1
48333,2020,3,1
48333,2021,4,1
48333,2022,17,3
48333,2023,32,7
48333,2024,3,1
48333,2025,11,3
48335,2018,5,1
48335,2019,3,1
48335,2020,8,2
48335,2021,4,1
48335,2022,3,1
48335,2023,19,4
48335,2024,9,2
48335,2025,13,3
48337,2017,3,1
48337,2018,5,1
48337,2021,4,1
48337,2022,3,1
48337,2023,13,3
48337,2025,9,2
48339,2015,8,2
48339,2016,5,1
48339,2017,6,2
48339,2018,3,1
48339,2020,3,1
48339,2021,9,2
48339,2022,18,4
48339,2023,31,6
48339,2024,7,2
48339,2025,19,4
48341,2016,9,3
48341,2017,6,2
48341,2018,4,1
48341,2020,7,2
48341,2023,11,3
48341,2024,15,3
48341,2025,9,2
48343,2015,4,1
48343,2016,3,1
48343,2017,3,1
48343,2021,6,1
48343,2024,4,1
48343,2025,4,1
48345,2018,4,1
48345,2019,4,1
48345,2020,7,2
48345,2022,4,1
48345,2023,3,1
48345,2024,11,2
48345,2025,9,2
48347,2021,8,2
48347,2022,4,1
48347,2025,15,3
48349,2015,8,2
48349,2018,7,1
48349,2021,3,1
48349,2022,9,2
48349,2023,22,5
48349,2024,12,2
48349,2025,13,3
48351,2015,12,3
48351,2016,7,2
48351,2017,3,1
48351,2018,3,1
48351,2020,3,1
48351,2021,7,2
48351,2022,7,2
48351,2023,50,8
48351,2025,7,1
48353,2017,3,1
48353,2018,5,1
48353,2019,3,1
48353,2020,12,3
48353,2021,7,2
48353,2022,10,3
48353,2023,18,4
48353,2024,6,1
48353,2025,10,2
48355,2017,8,2
48355,2019,7,2
48355,2021,1,1
48355,2022,2,0
48355,2023,6,2
48355,2024,15,5
48357,2016,6,2
48357,2017,6,2
48357,2021,7,2
48357,2024,4,1
48357,2025,6,1
48359,2015,4,1
48359,2016,10,3
48359,2017,6,2
48359,2018,4,1
48359,2020,9,2
48359,2021,3,1
48359,2022,9,2
48359,2024,9,3
48359,2025,9,2
48361,2015,7,2
48361,2017,3,1
48361,2018,3,1
48361,2019,5,1
48361,2020,4,1
48361,2021,3,1
48361,2022,3,1
48361,2023,15,4
48361,2024,3,1
48361,2025,8,1
48363,2015,3,1
48363,2017,3,1
48363,2018,12,3
48363,2020,7,2
48363,2021,6,1
