event_label,county_fips,county_name,start_date,end_date,event_duration_days,peak_mean_hi_f,peak_day_date,peak_day_tmax_f,peak_day_tmean_f,peak_day_rmin_pct,peak_day_threshold_f,tmax_max_f,tmean_mean_f,peak_exceedance_f,cumulative_exceedance_f,n_imputed_days,event_contains_imputed_day,onset_year
48363_2022_008,48363,Palo Pinto,2022-11-08,2022-11-10,3.0,73.42,2022-11-09,81.0,73.5,43.3,70.2,80.96,71.81,3.19,5.92,0,False,2022
48363_2022_009,48363,Palo Pinto,2022-12-05,2022-12-06,2.0,66.99,2022-12-05,82.0,67.6,37.7,64.4,82.04,66.52,2.57,3.59,0,False,2022
48363_2023_001,48363,Palo Pinto,2023-01-01,2023-01-02,2.0,67.26,2023-01-01,80.1,68.5,23.7,61.2,80.06,68.0,6.37,12.46,0,False,2023
48363_2023_002,48363,Palo Pinto,2023-01-10,2023-01-11,2.0,70.56,2023-01-11,87.1,72.1,9.8,57.9,87.08,71.02,12.7,22.22,0,False,2023
48363_2023_003,48363,Palo Pinto,2023-01-16,2023-01-17,2.0,66.77,2023-01-16,75.9,68.0,27.0,59.1,75.92,66.96,7.67,12.8,0,False,2023
48363_2023_004,48363,Palo Pinto,2023-02-20,2023-02-22,3.0,74.99,2023-02-21,88.0,75.5,22.8,65.6,87.98,72.17,9.35,17.35,0,False,2023
48363_2023_005,48363,Palo Pinto,2023-05-05,2023-05-06,2.0,87.75,2023-05-05,100.0,85.6,24.5,83.2,100.04,83.03,4.56,4.82,0,False,2023
48363_2023_006,48363,Palo Pinto,2023-06-19,2023-06-21,3.0,102.14,2023-06-20,113.0,95.5,19.1,95.0,113.0,91.85,7.18,8.65,0,False,2023
48363_2023_007,48363,Palo Pinto,2023-06-24,2023-06-26,3.0,106.21,2023-06-25,109.0,97.5,19.6,95.8,109.04,95.36,10.43,18.02,0,False,2023
48363_2023_008,48363,Palo Pinto,2023-07-12,2023-07-14,3.0,104.14,2023-07-13,109.9,97.0,19.0,99.7,109.94,95.99,4.4,6.63,0,False,2023
48363_2023_009,48363,Palo Pinto,2023-08-08,2023-08-09,2.0,106.87,2023-08-09,109.9,97.4,17.3,100.0,109.94,97.25,6.91,9.54,0,False,2023
48363_2023_010,48363,Palo Pinto,2023-08-11,2023-08-13,3.0,105.25,2023-08-11,111.0,98.5,17.3,100.0,111.02,97.01,5.23,7.83,0,False,2023
48363_2023_011,48363,Palo Pinto,2023-09-07,2023-09-09,3.0,97.75,2023-09-08,109.9,97.0,10.3,91.7,109.94,93.68,6.05,12.17,0,False,2023
48363_2023_012,48363,Palo Pinto,2023-09-22,2023-09-24,3.0,98.54,2023-09-24,99.0,89.5,31.9,89.5,102.02,89.0,9.04,20.89,0,False,2023
48363_2023_013,48363,Palo Pinto,2023-11-06,2023-11-08,3.0,79.4,2023-11-08,93.0,79.0,31.9,70.7,93.02,77.51,8.66,18.21,0,False,2023
48363_2023_014,48363,Palo Pinto,2023-12-22,2023-12-23,2.0,62.63,2023-12-22,71.1,63.5,47.7,60.4,71.06,62.74,2.18,2.76,0,False,2023
48363_2024_001,48363,Palo Pinto,2024-02-25,2024-02-27,3.0,76.19,2024-02-26,95.0,77.0,16.6,65.5,95.0,73.82,10.72,23.08,1,True,2024
48363_2024_002,48363,Palo Pinto,2024-03-02,2024-03-04,3.0,73.54,2024-03-04,84.0,73.5,30.0,67.5,84.02,72.35,6.05,15.24,0,False,2024
48363_2024_003,48363,Palo Pinto,2024-03-13,2024-03-14,2.0,73.19,2024-03-14,82.9,73.0,39.0,70.2,84.92,73.0,2.94,5.41,1,True,2024
48363_2024_004,48363,Palo Pinto,2024-05-24,2024-05-27,4.0,92.13,2024-05-26,100.9,88.4,22.1,87.8,100.94,85.12,4.34,8.88,0,False,2024
48363_2024_005,48363,Palo Pinto,2024-06-03,2024-06-04,2.0,98.92,2024-06-04,99.0,88.0,38.0,91.0,98.96,85.73,7.94,8.8,0,False,2024
48363_2024_006,48363,Palo Pinto,2024-06-06,2024-06-08,3.0,92.04,2024-06-07,98.1,85.6,35.6,91.7,98.96,85.67,0.35,0.51,0,False,2024
48363_2024_007,48363,Palo Pinto,2024-06-25,2024-07-01,7.0,103.04,2024-06-26,102.0,91.0,35.7,96.4,102.02,90.15,6.67,25.78,0,False,2024
48363_2024_008,48363,Palo Pinto,2024-08-16,2024-08-17,2.0,101.96,2024-08-17,107.1,94.0,21.6,99.2,107.06,93.52,2.72,3.12,0,False,2024
48363_2024_009,48363,Palo Pinto,2024-09-19,2024-09-21,3.0,92.09,2024-09-19,96.1,85.6,37.5,89.8,96.98,85.34,2.28,4.77,0,False,2024
48363_2024_010,48363,Palo Pinto,2024-10-11,2024-10-13,3.0,82.72,2024-10-13,96.1,84.6,10.9,79.1,98.06,82.88,3.66,6.8,0,False,2024
48363_2024_011,48363,Palo Pinto,2024-10-22,2024-10-24,3.0,82.63,2024-10-23,93.9,81.0,28.3,76.4,93.92,78.98,6.22,9.64,0,False,2024
48363_2024_012,48363,Palo Pinto,2024-10-28,2024-10-30,3.0,79.42,2024-10-28,90.0,79.5,29.4,75.5,89.96,78.35,3.97,10.87,0,False,2024
48363_2024_013,48363,Palo Pinto,2024-12-15,2024-12-16,2.0,63.45,2024-12-15,78.1,64.0,41.8,60.6,78.08,63.0,2.85,3.86,0,False,2024
48363_2025_001,48363,Palo Pinto,2025-02-02,2025-02-03,2.0,75.09,2025-02-03,90.0,76.0,11.3,62.3,89.96,72.72,12.83,18.4,0,False,2025
48363_2025_002,48363,Palo Pinto,2025-05-24,2025-05-25,2.0,88.07,2025-05-25,95.0,83.3,33.7,88.0,96.08,84.42,0.16,0.2,1,True,2025
48363_2025_003,48363,Palo Pinto,2025-11-13,2025-11-15,3.0,78.02,2025-11-15,91.0,78.0,22.9,68.8,91.04,73.64,9.2,12.91,0,False,2025
48363_2025_004,48363,Palo Pinto,2025-11-17,2025-11-19,3.0,77.4,2025-11-18,89.1,77.5,25.8,67.9,91.04,74.84,9.55,20.77,0,False,2025
48363_2025_005,48363,Palo Pinto,2025-12-23,2025-12-27,5.0,75.63,2025-12-26,87.1,76.0,24.3,61.4,87.08,72.21,14.26,53.1,0,False,2025
48365_2015_001,48365,Panola,2015-04-08,2015-04-09,2.0,76.89,2015-04-09,82.9,76.0,52.5,75.0,84.92,76.23,1.93,3.79,0,False,2015
48365_2015_002,48365,Panola,2015-07-26,2015-07-27,2.0,98.92,2015-07-26,99.0,88.5,35.2,96.9,98.96,87.76,2.0,3.0,0,False,2015
48365_2015_003,48365,Panola,2015-08-06,2015-08-09,4.0,101.41,2015-08-07,100.9,90.0,35.5,97.4,100.94,89.71,3.97,9.57,0,False,2015
48365_2015_004,48365,Panola,2015-08-11,2015-08-12,2.0,103.4,2015-08-11,104.0,91.5,30.1,97.1,104.0,90.5,6.32,11.01,0,False,2015
48365_2015_005,48365,Panola,2015-12-12,2015-12-13,2.0,74.33,2015-12-13,80.1,73.5,61.3,64.7,80.06,73.49,9.62,17.95,0,False,2015
48365_2015_006,48365,Panola,2015-12-26,2015-12-27,2.0,72.02,2015-12-27,79.0,71.5,55.9,63.2,80.96,71.02,8.86,16.33,0,False,2015
48365_2016_001,48365,Panola,2016-01-31,2016-02-02,3.0,67.41,2016-01-31,73.9,67.5,49.1,61.5,77.0,65.33,5.94,10.68,0,False,2016
48365_2016_002,48365,Panola,2016-06-28,2016-06-29,2.0,96.36,2016-06-28,96.1,85.6,51.5,94.1,96.08,85.28,2.23,2.48,0,False,2016
48365_2016_003,48365,Panola,2016-07-07,2016-07-09,3.0,99.31,2016-07-08,96.1,87.5,45.8,95.4,96.08,87.02,3.91,7.84,0,False,2016
48365_2016_004,48365,Panola,2016-07-13,2016-07-15,3.0,99.22,2016-07-14,97.0,87.5,42.2,96.5,98.06,86.99,2.74,5.68,0,False,2016
48365_2016_005,48365,Panola,2016-07-22,2016-07-26,5.0,103.53,2016-07-23,99.0,89.0,42.0,97.1,100.04,87.78,6.4,17.92,0,False,2016
48365_2016_006,48365,Panola,2016-08-04,2016-08-06,3.0,102.94,2016-08-06,100.0,89.5,39.2,97.9,100.04,89.18,4.99,8.34,0,False,2016
48365_2016_007,48365,Panola,2016-10-17,2016-10-20,4.0,84.41,2016-10-19,89.1,81.1,44.9,77.0,89.06,79.66,7.44,17.37,0,False,2016
48365_2016_008,48365,Panola,2016-11-03,2016-11-04,2.0,76.29,2016-11-04,84.0,75.5,52.0,73.0,84.92,74.7,3.29,3.76,0,False,2016
48365_2016_009,48365,Panola,2016-12-25,2016-12-28,4.0,72.52,2016-12-26,78.1,72.0,51.9,63.1,80.06,67.14,9.47,15.22,0,False,2016
48365_2017_001,48365,Panola,2017-01-11,2017-01-16,6.0,72.54,2017-01-12,78.1,72.5,47.1,61.5,78.98,67.56,11.01,31.16,0,False,2017
48365_2017_002,48365,Panola,2017-02-07,2017-02-08,2.0,69.01,2017-02-07,75.9,69.4,31.6,62.9,82.94,69.22,6.14,11.75,0,False,2017
48365_2017_003,48365,Panola,2017-02-11,2017-02-13,3.0,71.83,2017-02-11,84.0,72.0,42.1,62.9,84.02,69.98,9.01,18.96,0,False,2017
48365_2017_004,48365,Panola,2017-02-19,2017-02-20,2.0,69.57,2017-02-20,80.1,69.5,64.3,66.5,80.06,68.54,3.08,3.99,0,False,2017
48365_2017_005,48365,Panola,2017-02-28,2017-03-01,2.0,77.1,2017-03-01,82.9,76.5,40.3,68.0,82.94,74.21,9.15,13.21,0,False,2017
48365_2017_006,48365,Panola,2017-03-28,2017-03-29,2.0,74.14,2017-03-29,84.9,73.5,53.1,72.8,84.92,73.22,1.32,1.68,0,False,2017
48365_2017_007,48365,Panola,2017-05-18,2017-05-19,2.0,86.49,2017-05-19,91.0,81.5,51.9,83.7,91.04,81.5,2.8,5.11,0,False,2017
48365_2017_008,48365,Panola,2017-10-09,2017-10-10,2.0,88.53,2017-10-10,91.9,82.5,49.1,79.3,91.94,80.74,9.24,9.43,0,False,2017
48365_2017_009,48365,Panola,2017-11-03,2017-11-07,5.0,79.3,2017-11-03,84.9,78.4,51.2,73.9,84.92,77.38,6.82,27.97,0,False,2017
48365_2018_001,48365,Panola,2018-02-20,2018-02-21,2.0,72.98,2018-02-20,80.1,72.5,52.6,66.8,80.06,69.76,6.2,6.84,0,False,2018
48365_2018_002,48365,Panola,2018-03-17,2018-03-18,2.0,74.11,2018-03-17,84.0,74.0,42.2,72.1,84.02,73.0,2.0,2.4,0,False,2018
48365_2018_003,48365,Panola,2018-03-27,2018-03-28,2.0,74.97,2018-03-27,84.0,74.5,45.3,72.4,84.02,72.99,2.6,2.67,0,False,2018
48365_2018_004,48365,Panola,2018-06-01,2018-06-03,3.0,98.9,2018-06-03,97.0,86.4,51.2,89.8,96.98,85.31,9.08,11.08,0,False,2018
48365_2018_005,48365,Panola,2018-07-03,2018-07-04,2.0,101.21,2018-07-03,100.9,89.5,35.3,94.9,100.94,87.76,6.27,7.2,0,False,2018
48365_2018_006,48365,Panola,2018-10-04,2018-10-05,2.0,85.51,2018-10-05,89.1,81.1,50.7,80.5,89.06,80.29,5.01,5.06,0,False,2018
48365_2018_007,48365,Panola,2018-10-07,2018-10-09,3.0,80.7,2018-10-07,89.1,79.5,52.3,79.9,89.06,79.19,0.76,1.53,0,False,2018
48365_2019_001,48365,Panola,2019-02-05,2019-02-07,3.0,73.89,2019-02-07,75.9,73.5,42.8,63.6,78.98,72.5,10.26,26.97,0,False,2019
48365_2019_002,48365,Panola,2019-06-22,2019-06-23,2.0,101.87,2019-06-23,93.0,87.0,56.3,94.3,93.92,86.72,7.58,9.27,0,False,2019
48365_2019_003,48365,Panola,2019-08-19,2019-08-20,2.0,99.18,2019-08-19,98.1,88.1,41.2,97.1,98.06,87.8,2.21,4.3,0,False,2019
48365_2019_004,48365,Panola,2019-10-01,2019-10-04,4.0,87.05,2019-10-04,93.9,82.0,46.4,80.6,93.92,81.5,6.4,15.47,0,False,2019
48365_2020_001,48365,Panola,2020-03-19,2020-03-20,2.0,74.53,2020-03-20,82.0,73.5,69.9,72.4,82.04,73.0,2.11,2.25,0,False,2020
48365_2020_002,48365,Panola,2020-03-27,2020-03-28,2.0,80.7,2020-03-28,89.1,79.5,49.9,73.1,89.06,78.26,7.65,11.88,0,False,2020
48365_2020_003,48365,Panola,2020-09-01,2020-09-02,2.0,97.16,2020-09-01,93.0,86.5,47.2,93.6,93.92,85.24,3.77,7.28,0,False,2020
48365_2021_001,48365,Panola,2021-06-10,2021-06-12,3.0,95.75,2021-06-10,93.0,85.0,56.6,91.4,93.02,84.32,4.35,7.78,0,False,2021
48365_2021_002,48365,Panola,2021-06-14,2021-06-17,4.0,95.67,2021-06-15,96.1,85.6,47.9,92.5,96.08,85.01,3.16,8.24,0,False,2021
48365_2021_003,48365,Panola,2021-06-25,2021-06-26,2.0,97.19,2021-06-26,93.9,86.0,51.1,94.9,93.92,86.0,2.31,3.28,0,False,2021
48365_2021_004,48365,Panola,2021-07-31,2021-08-02,3.0,103.79,2021-08-02,97.0,86.0,75.1,98.2,96.98,87.02,5.62,8.91,0,False,2021
48365_2021_005,48365,Panola,2021-10-14,2021-10-15,2.0,85.03,2021-10-14,88.0,81.0,59.3,79.1,87.98,79.48,5.95,6.64,0,False,2021
48365_2021_006,48365,Panola,2021-10-25,2021-10-26,2.0,77.4,2021-10-26,89.1,77.0,43.5,75.3,89.06,76.5,2.05,2.4,0,False,2021
48365_2021_007,48365,Panola,2021-12-04,2021-12-06,3.0,72.83,2021-12-06,75.9,72.5,44.0,67.0,78.98,71.15,5.84,12.22,0,False,2021
48365_2021_008,48365,Panola,2021-12-16,2021-12-18,3.0,75.38,2021-12-16,79.0,75.0,52.0,64.5,80.06,73.7,10.83,29.38,0,False,2021
48365_2021_009,48365,Panola,2021-12-25,2022-01-01,8.0,75.09,2022-01-01,81.0,74.5,47.2,64.2,82.04,70.45,10.86,53.91,0,False,2021
48365_2022_001,48365,Panola,2022-05-09,2022-05-12,4.0,83.06,2022-05-09,89.1,81.1,40.7,80.3,91.04,80.65,2.8,9.86,0,False,2022
48365_2022_002,48365,Panola,2022-12-07,2022-12-11,5.0,73.21,2022-12-08,80.1,73.0,52.2,66.8,80.06,70.92,6.4,20.74,0,False,2022
48365_2023_001,48365,Panola,2023-01-02,2023-01-03,2.0,67.94,2023-01-03,75.9,68.0,46.6,63.5,75.92,66.24,4.46,4.57,0,False,2023
48365_2023_002,48365,Panola,2023-01-17,2023-01-18,2.0,69.19,2023-01-18,77.0,69.0,53.1,63.3,77.0,67.24,5.93,7.33,0,False,2023
48365_2023_003,48365,Panola,2023-02-21,2023-02-22,2.0,74.03,2023-02-22,84.0,73.5,59.9,67.6,84.02,72.5,6.46,10.23,0,False,2023
48365_2023_004,48365,Panola,2023-04-04,2023-04-05,2.0,79.4,2023-04-04,88.0,79.0,55.5,74.8,87.98,77.99,4.61,7.99,0,False,2023
48365_2023_005,48365,Panola,2023-08-03,2023-08-04,2.0,100.74,2023-08-04,104.0,92.0,29.3,98.5,104.0,92.03,2.2,4.07,0,False,2023
48365_2023_006,48365,Panola,2023-08-27,2023-08-28,2.0,104.77,2023-08-27,106.0,93.5,24.7,96.3,105.98,91.0,8.47,16.5,0,False,2023
48365_2023_007,48365,Panola,2023-10-26,2023-10-29,4.0,76.76,2023-10-29,82.0,76.0,46.8,74.9,84.02,75.4,1.89,3.91,0,False,2023
48365_2024_001,48365,Panola,2024-02-27,2024-02-28,2.0,74.93,2024-02-27,84.0,74.0,61.8,67.8,84.02,73.76,7.15,12.88,0,False,2024
48365_2024_002,48365,Panola,2024-03-14,2024-03-15,2.0,76.63,2024-03-15,86.0,75.5,72.3,72.4,86.0,75.47,4.22,7.59,0,False,2024
48365_2024_003,48365,Panola,2024-04-18,2024-04-19,2.0,76.84,2024-04-19,82.9,75.5,75.4,76.2,82.94,75.74,0.67,1.13,0,False,2024
48365_2024_004,48365,Panola,2024-05-25,2024-05-26,2.0,87.62,2024-05-25,89.1,82.0,58.4,86.3,89.06,82.04,1.28,1.36,0,False,2024
48365_2024_005,48365,Panola,2024-06-30,2024-07-01,2.0,98.89,2024-06-30,96.1,87.1,45.2,95.0,96.08,86.54,3.93,6.48,0,False,2024
48365_2024_006,48365,Panola,2024-07-03,2024-07-05,3.0,99.5,2024-07-05,96.1,87.1,46.7,95.5,96.08,86.72,3.99,8.26,0,False,2024
48365_2024_007,48365,Panola,2024-10-30,2024-10-31,2.0,76.7,2024-10-31,80.1,75.6,65.5,75.0,84.92,75.52,1.66,2.57,0,False,2024
48365_2024_008,48365,Panola,2024-12-17,2024-12-18,2.0,69.8,2024-12-18,75.9,69.4,58.1,64.6,78.08,68.5,5.2,7.48,0,False,2024
48365_2025_001,48365,Panola,2025-02-04,2025-02-09,6.0,74.0,2025-02-08,80.1,74.0,33.9,64.2,84.92,71.17,10.11,41.69,0,False,2025
48365_2025_002,48365,Panola,2025-04-03,2025-04-05,3.0,79.94,2025-04-05,84.9,78.4,68.5,74.8,84.92,78.47,5.14,13.66,0,False,2025
48365_2025_003,48365,Panola,2025-04-19,2025-04-20,2.0,77.61,2025-04-19,84.9,77.4,49.8,76.2,84.92,76.95,1.39,2.57,0,False,2025
48365_2025_004,48365,Panola,2025-05-17,2025-05-18,2.0,87.74,2025-05-18,89.1,82.0,58.0,83.6,89.06,81.77,4.15,7.2,0,False,2025
48365_2025_005,48365,Panola,2025-08-18,2025-08-20,3.0,99.47,2025-08-20,99.0,87.0,49.8,97.5,98.96,87.29,1.93,2.88,0,False,2025
48365_2025_006,48365,Panola,2025-11-17,2025-11-21,5.0,73.65,2025-11-19,81.0,73.5,45.5,68.9,82.04,72.61,4.75,18.2,0,False,2025
48365_2025_007,48365,Panola,2025-12-24,2025-12-28,5.0,72.92,2025-12-27,81.0,72.9,50.6,64.9,80.96,69.91,7.99,22.64,0,False,2025
48367_2016_001,48367,Parker,2016-02-19,2016-02-21,3.0,71.28,2016-02-20,81.0,70.5,72.5,64.0,80.96,68.0,7.23,13.96,0,False,2016
48367_2016_002,48367,Parker,2016-06-15,2016-06-16,2.0,93.98,2016-06-15,96.1,85.0,46.7,92.8,96.08,85.12,1.14,1.67,0,False,2016
48367_2016_003,48367,Parker,2016-07-06,2016-07-08,3.0,94.89,2016-07-06,95.0,85.7,42.7,94.3,96.53,85.91,0.56,0.77,0,False,2016
48367_2016_004,48367,Parker,2016-10-16,2016-10-19,4.0,80.34,2016-10-17,91.0,79.5,43.1,75.8,91.04,78.82,4.53,15.12,0,False,2016
48367_2016_005,48367,Parker,2016-10-31,2016-11-02,3.0,76.66,2016-11-02,85.5,76.0,47.8,71.9,86.54,74.33,4.71,6.28,0,False,2016
48367_2016_006,48367,Parker,2016-12-25,2016-12-26,2.0,69.37,2016-12-25,78.5,69.5,48.7,57.5,78.53,67.26,11.87,18.56,0,False,2016
48367_2017_001,48367,Parker,2017-01-10,2017-01-12,3.0,62.1,2017-01-12,74.5,62.5,57.0,56.4,78.44,62.58,5.71,15.21,0,False,2017
48367_2017_002,48367,Parker,2017-02-06,2017-02-07,2.0,66.45,2017-02-06,81.0,67.3,34.5,59.9,81.05,67.14,6.56,11.77,0,False,2017
48367_2017_003,48367,Parker,2017-02-11,2017-02-12,2.0,67.56,2017-02-11,84.0,68.3,26.6,60.4,84.02,68.02,7.16,12.71,0,False,2017
48367_2017_004,48367,Parker,2017-02-27,2017-02-28,2.0,70.12,2017-02-28,80.1,70.1,42.3,65.4,80.06,69.04,4.76,6.94,0,False,2017
48367_2017_005,48367,Parker,2017-03-18,2017-03-23,6.0,73.68,2017-03-20,89.0,74.3,22.9,70.2,89.51,73.06,3.44,14.07,0,False,2017
48367_2017_006,48367,Parker,2017-09-20,2017-09-21,2.0,90.36,2017-09-21,95.5,85.5,37.5,88.2,97.52,85.75,2.17,3.03,0,False,2017
48367_2017_007,48367,Parker,2017-12-03,2017-12-04,2.0,71.57,2017-12-04,82.9,71.5,36.5,63.3,82.94,69.37,8.28,11.68,0,False,2017
48367_2019_001,48367,Parker,2019-02-03,2019-02-06,4.0,70.0,2019-02-06,77.4,69.8,51.8,60.0,80.51,67.55,9.98,28.43,0,False,2019
48367_2019_002,48367,Parker,2019-09-25,2019-09-26,2.0,87.62,2019-09-26,97.5,85.5,30.4,86.9,97.52,85.5,0.74,0.93,0,False,2019
48367_2019_003,48367,Parker,2019-09-28,2019-10-02,5.0,88.48,2019-09-29,93.9,84.4,39.1,84.6,94.55,83.73,3.93,10.96,0,False,2019
48367_2020_001,48367,Parker,2020-03-26,2020-03-27,2.0,73.78,2020-03-27,82.0,73.5,49.8,72.1,90.5,73.0,1.65,2.09,0,False,2020
48367_2020_002,48367,Parker,2020-05-03,2020-05-04,2.0,87.47,2020-05-04,98.1,83.6,32.9,79.0,98.06,81.66,8.48,9.8,0,False,2020
48367_2020_003,48367,Parker,2020-08-29,2020-08-30,2.0,96.29,2020-08-29,107.1,90.5,21.5,94.2,107.06,89.53,2.13,2.53,0,False,2020
48367_2021_001,48367,Parker,2021-03-11,2021-03-12,2.0,71.91,2021-03-12,79.5,72.0,49.4,68.8,79.52,71.38,3.06,4.81,0,False,2021
48367_2021_002,48367,Parker,2021-12-09,2021-12-10,2.0,68.96,2021-12-10,86.0,69.5,21.3,61.2,86.0,68.27,7.77,11.46,0,False,2021
48367_2021_003,48367,Parker,2021-12-14,2021-12-17,4.0,70.0,2021-12-15,80.0,70.5,44.7,58.0,79.97,68.64,11.99,40.44,0,False,2021
48367_2021_004,48367,Parker,2021-12-24,2021-12-29,6.0,67.66,2021-12-27,80.1,68.5,37.3,59.1,84.47,66.94,9.63,43.39,0,False,2021
48367_2022_001,48367,Parker,2022-03-28,2022-03-29,2.0,72.66,2022-03-28,91.9,73.7,19.8,71.7,91.94,72.97,0.98,1.48,0,False,2022
48367_2022_002,48367,Parker,2022-04-11,2022-04-12,2.0,79.04,2022-04-12,89.5,78.5,47.3,74.7,89.51,77.11,4.3,4.91,0,False,2022
48367_2022_003,48367,Parker,2022-04-21,2022-04-23,3.0,82.33,2022-04-21,92.0,81.0,40.7,76.2,92.03,78.76,6.12,8.32,0,False,2022
48367_2022_004,48367,Parker,2022-05-08,2022-05-10,3.0,88.59,2022-05-09,98.1,86.0,33.9,81.6,98.06,84.42,6.97,14.56,0,False,2022
48367_2022_005,48367,Parker,2022-07-19,2022-07-21,3.0,99.6,2022-07-20,109.9,96.0,15.8,95.7,111.92,95.0,3.89,6.75,0,False,2022
48367_2022_006,48367,Parker,2022-11-08,2022-11-10,3.0,71.58,2022-11-09,79.0,71.7,46.0,70.2,78.98,71.0,1.56,3.18,0,False,2022
48367_2022_007,48367,Parker,2022-12-06,2022-12-09,4.0,68.91,2022-12-06,79.5,68.7,55.8,63.3,79.52,65.36,5.56,8.54,0,False,2022
48367_2023_001,48367,Parker,2023-01-01,2023-01-02,2.0,67.64,2023-01-02,79.0,67.7,46.3,59.4,78.98,65.37,8.21,9.87,0,False,2023
48367_2023_002,48367,Parker,2023-01-16,2023-01-18,3.0,61.77,2023-01-18,73.0,63.2,29.4,57.7,78.08,61.44,4.11,5.76,0,False,2023
48367_2023_003,48367,Parker,2023-02-21,2023-02-22,2.0,69.41,2023-02-21,86.0,70.2,25.8,64.1,86.0,70.12,5.27,9.79,0,False,2023
48367_2023_004,48367,Parker,2023-03-22,2023-03-23,2.0,76.46,2023-03-22,89.1,76.6,37.7,70.7,89.06,76.17,5.72,11.12,0,False,2023
48367_2023_005,48367,Parker,2023-07-09,2023-07-11,3.0,96.69,2023-07-11,100.9,89.5,32.1,94.9,100.94,87.98,1.77,3.76,0,False,2023
48367_2023_006,48367,Parker,2023-07-13,2023-07-15,3.0,99.65,2023-07-13,107.5,94.7,19.7,95.2,107.51,93.5,4.46,7.92,0,False,2023
48367_2023_007,48367,Parker,2023-08-07,2023-08-09,3.0,101.29,2023-08-09,107.0,94.7,17.7,96.8,106.97,94.84,4.46,8.29,0,False,2023
48367_2023_008,48367,Parker,2023-08-11,2023-08-14,4.0,98.83,2023-08-12,109.0,95.3,17.5,96.8,109.49,94.13,2.0,6.06,0,False,2023
48367_2023_009,48367,Parker,2023-09-05,2023-09-06,2.0,93.6,2023-09-05,102.5,90.8,24.3,92.1,103.01,90.39,1.55,1.96,0,False,2023
48367_2023_010,48367,Parker,2023-09-22,2023-09-25,4.0,96.26,2023-09-24,100.9,89.2,29.8,87.5,100.94,87.46,8.77,23.85,0,False,2023
48367_2023_011,48367,Parker,2023-11-07,2023-11-08,2.0,75.11,2023-11-08,88.0,75.0,38.4,70.9,87.98,74.12,4.23,6.1,0,False,2023
48367_2023_012,48367,Parker,2023-12-22,2023-12-23,2.0,62.38,2023-12-23,68.5,63.0,68.1,58.3,68.54,61.88,4.05,5.07,0,False,2023
48367_2024_001,48367,Parker,2024-02-26,2024-02-27,2.0,72.08,2024-02-27,87.5,72.0,39.2,65.4,91.49,70.74,6.72,9.84,0,False,2024
48367_2024_002,48367,Parker,2024-03-03,2024-03-04,2.0,72.95,2024-03-04,84.9,72.9,33.8,66.7,84.92,71.08,6.24,7.98,0,False,2024
48367_2024_003,48367,Parker,2024-03-13,2024-03-14,2.0,76.67,2024-03-14,82.9,76.0,45.7,69.7,84.92,73.49,6.97,8.3,0,False,2024
48367_2024_004,48367,Parker,2024-06-26,2024-07-01,6.0,99.42,2024-06-29,99.0,89.0,38.8,93.8,100.94,88.47,5.59,18.84,0,False,2024
48367_2024_005,48367,Parker,2024-08-23,2024-08-24,2.0,101.62,2024-08-23,105.5,92.8,26.4,95.7,105.53,91.54,5.89,7.53,0,False,2024
48367_2024_006,48367,Parker,2024-10-23,2024-10-24,2.0,79.1,2024-10-23,93.9,79.0,28.6,74.9,93.92,77.5,4.21,5.23,0,False,2024
48367_2024_007,48367,Parker,2024-10-28,2024-10-30,3.0,85.93,2024-10-30,89.1,81.5,44.3,73.1,91.04,79.7,12.81,24.59,0,False,2024
48367_2024_008,48367,Parker,2024-12-16,2024-12-17,2.0,66.08,2024-12-16,79.5,66.3,47.2,59.4,79.52,63.64,6.68,7.66,0,False,2024
48367_2025_001,48367,Parker,2025-02-03,2025-02-04,2.0,66.4,2025-02-03,85.0,68.0,14.4,59.9,85.01,65.12,6.51,8.39,0,False,2025
48367_2025_002,48367,Parker,2025-02-06,2025-02-08,3.0,64.22,2025-02-06,82.0,65.0,27.3,60.0,82.58,64.52,4.23,10.18,0,False,2025
48367_2025_003,48367,Parker,2025-04-28,2025-04-29,2.0,79.59,2025-04-28,86.0,79.0,52.6,77.4,86.0,78.48,2.19,2.66,0,False,2025
48367_2025_004,48367,Parker,2025-11-15,2025-11-20,6.0,73.93,2025-11-18,90.5,74.3,30.3,67.0,90.5,71.38,6.9,21.6,0,False,2025
48367_2025_005,48367,Parker,2025-12-23,2025-12-27,5.0,70.66,2025-12-26,87.1,71.5,27.1,59.3,87.08,69.7,11.35,50.45,0,False,2025
48369_2015_001,48369,Parmer,2015-01-28,2015-01-29,2.0,51.96,2015-01-29,69.1,54.0,42.6,47.2,69.98,52.52,4.76,5.44,0,False,2015
48369_2015_002,48369,Parmer,2015-02-07,2015-02-08,2.0,55.43,2015-02-08,79.0,58.5,8.2,49.9,78.98,56.21,5.55,7.14,0,False,2015
48369_2015_003,48369,Parmer,2015-02-10,2015-02-11,2.0,54.81,2015-02-11,75.9,55.9,52.2,50.4,75.92,54.68,4.46,4.9,0,False,2015
48369_2015_004,48369,Parmer,2015-07-24,2015-07-29,6.0,86.18,2015-07-28,99.0,84.0,22.3,83.3,98.96,82.68,2.91,8.76,0,False,2015
48369_2015_005,48369,Parmer,2015-08-06,2015-08-08,3.0,86.45,2015-08-07,102.9,86.0,17.8,82.5,102.92,84.68,3.91,7.24,0,False,2015
